bee,family,genus,species
Andrena_chrysosceles,Brassicaceae,Sinapis,Sinapis alba
Andrena_chrysosceles,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_chrysosceles,Brassicaceae,Sisymbrium,Sisymbrium officinale
Andrena_chrysosceles,Asteraceae,Taraxacum,Taraxacum officinale
Andrena_chrysosceles,Plantaginaceae,Veronica,Veronica chamaedrys
Andrena_chrysosceles,Plantaginaceae,Veronica,Veronica teucrium
Andrena_chrysosceles,Plantaginaceae,Veronica,Veronica teucrium
Andrena_chrysosceles,Apiaceae,Oenanthe,NA
Andrena_chylismiae,Onagraceae,Camissonia,NA
Andrena_cineraria,Brassicaceae,Sisymbrium,Sisymbrium officinale
Andrena_cineraria,Brassicaceae,Sinapis,Sinapis alba
Andrena_cineraria,Rosaceae,Crataegus,Crataegus monogyna
Andrena_cineraria,Rosaceae,Prunus,Prunus spinosa
Andrena_cineraria,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_cineraria,Viburnaceae,Sambucus,Sambucus nigra
Andrena_cineraria,Asparagaceae,Anthericum,Anthericum ramosum
Andrena_cineraria,Boraginaceae,Borago,Borago officinalis
Andrena_cineraria,Brassicaceae,Bunias,Bunias orientalis
Andrena_cineraria,Brassicaceae,Cardamine,Cardamine pratensis
Andrena_cineraria,Brassicaceae,Cardaria,Cardaria draba
Andrena_cineraria,Apiaceae,Chaerophyllum,Chaerophyllum temulum
Andrena_cineraria,Brassicaceae,Isatis,Isatis tinctoria
Andrena_cineraria,Rosaceae,Prunus,Prunus spinosa
Andrena_cineraria,Ranunculaceae,Ranunculus,Ranunculus acris
Andrena_cineraria,Ranunculaceae,Ranunculus,Ranunculus bulbosus
Andrena_cineraria,Rosaceae,Rosa,Rosa canina
Andrena_cineraria,Salicaceae,Salix,Salix alba
Andrena_cineraria,Salicaceae,Salix,Salix aurita
Andrena_cineraria,Salicaceae,Salix,Salix caprea
Andrena_cineraria,Salicaceae,Salix,Salix cinerea
Andrena_cineraria,Salicaceae,Salix,Salix purpurea
Andrena_cineraria,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_cineraria,Asteraceae,Taraxacum,Taraxacum officinale
Andrena_cineraria,Sapindaceae,Acer,NA
Andrena_cineraria,Brassicaceae,Brassica,NA
Andrena_cineraria,Adoxaceae,NA,NA
Andrena_citrinihirta,Asteraceae,Baccharis,NA
Andrena_citrinihirta,Asteraceae,Ericameria,NA
Andrena_citrinihirta,Asteraceae,Euthamia,NA
Andrena_citrinihirta,Asteraceae,Isocoma,NA
Andrena_citrinihirta,Asteraceae,Solidago,NA
Andrena_clarkella,Salicaceae,Salix,Salix appendiculata
Andrena_clarkella,Salicaceae,Salix,Salix aurita
Andrena_clarkella,Salicaceae,Salix,Salix caprea
Andrena_clarkella,Salicaceae,Salix,Salix cinerea
Andrena_clarkella,Salicaceae,Salix,Salix purpurea
Andrena_clarkella,Salicaceae,Salix,Salix repens
Andrena_clarkella,Salicaceae,Salix,Salix viminalis
Andrena_cleodora,Rhamnaceae,Ceanothus,NA
Andrena_coitana,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_coitana,Gentianaceae,Centaurium,Centaurium erythraea
Andrena_coitana,Campanulaceae,Campanula,Campanula rotundifolia
Andrena_coitana,Asteraceae,Cirsium,Cirsium palustre
Andrena_coitana,Asteraceae,Centaurea,Centaurea nigra
Andrena_coitana,Asteraceae,Leontodon,Leontodon hispidus
Andrena_coitana,Apiaceae,Angelica,Angelica sylvestris
Andrena_coitana,Campanulaceae,Campanula,Campanula trachelium
Andrena_coitana,Asteraceae,Centaurea,Centaurea jacea
Andrena_coitana,Asteraceae,Centaurea,Centaurea nigra
Andrena_coitana,Asteraceae,Centaurea,Centaurea scabiosa
Andrena_coitana,Asteraceae,Cichorium,Cichorium intybus
Andrena_coitana,Asteraceae,Cirsium,Cirsium vulgare
Andrena_coitana,Apiaceae,Daucus,Daucus carota
Andrena_coitana,Caryophyllaceae,Dianthus,Dianthus carthusianorum
Andrena_coitana,Orobanchaceae,Euphrasia,Euphrasia rostkoviana
Andrena_coitana,Hypericaceae,Hypericum,Hypericum perforatum
Andrena_coitana,Campanulaceae,Jasione,Jasione montana
Andrena_coitana,Asteraceae,Leontodon,Leontodon autumnalis
Andrena_coitana,Asteraceae,Picris,Picris hieracioides
Andrena_coitana,Rosaceae,Potentilla,Potentilla anserina
Andrena_coitana,Rosaceae,Potentilla,Potentilla erecta
Andrena_coitana,Lamiaceae,Salvia,Salvia nemorosa
Andrena_coitana,Rosaceae,Rubus,NA
Andrena_coitana,Asteraceae,Crepis,NA
Andrena_coitana,Cistaceae,Helianthemum,NA
Andrena_coitana,Asteraceae,Crepis,NA
Andrena_coitana,Asteraceae,NA,NA
Andrena_coitana,Asteraceae,NA,NA
Andrena_coitana,Asteraceae,NA,NA
Andrena_coitana,Scrophulariaceae,NA,NA
Andrena_colletina,Asteraceae,Chrysothamnus,NA
Andrena_colletina,Asteraceae,Ericameria,NA
Andrena_colletina,Asteraceae,Solidago,NA
Andrena_columbiana,Asteraceae,Heterotheca,NA
Andrena_columbiana,Asteraceae,Solidago,NA
Andrena_combaella,Asteraceae,NA,NA
Andrena_combinata,Asteraceae,Achillea,Achillea millefolium
Andrena_combinata,Apiaceae,Aegopodium,Aegopodium podagraria
Andrena_combinata,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_combinata,Boraginaceae,Borago,Borago officinalis
Andrena_combinata,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_combinata,Hypericaceae,Hypericum,Hypericum perforatum
Andrena_combinata,Fabaceae,Onobrychis,Onobrychis viciifolia
Andrena_combinata,Plantaginaceae,Plantago,Plantago major
Andrena_combinata,Rosaceae,Potentilla,Potentilla reptans
Andrena_combinata,Ranunculaceae,Ranunculus,Ranunculus bulbosus
Andrena_combinata,Crassulaceae,Sedum,Sedum acre
Andrena_combinata,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_combinata,Fabaceae,Trifolium,Trifolium montanum
Andrena_combinata,Cistaceae,Helianthemum,Helianthemum nummularium
Andrena_commoda,Rosaceae,NA,NA
Andrena_commoda,Anacardiaceae,NA,NA
Andrena_commoda,Rhamnaceae,NA,NA
Andrena_commoda,Ranunculaceae,NA,NA
Andrena_compositarum,Asteraceae,Layia,NA
Andrena_concinnula,Salicaceae,Salix,NA
Andrena_congruens,Sapindaceae,Acer,Acer campestre
Andrena_congruens,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_congruens,Boraginaceae,Borago,Borago officinalis
Andrena_congruens,Apiaceae,Daucus,Daucus carota
Andrena_congruens,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_congruens,Fabaceae,Medicago,Medicago sativa
Andrena_congruens,Plantaginaceae,Plantago,Plantago major
Andrena_congruens,Rosaceae,Prunus,Prunus spinosa
Andrena_congruens,Fagaceae,Quercus,Quercus robur
Andrena_congruens,Ranunculaceae,Ranunculus,Ranunculus ficaria
Andrena_congruens,Salicaceae,Salix,Salix caprea
Andrena_congruens,Caprifoliaceae,Valeriana,Valeriana officinalis
Andrena_cornelli,Ericaceae,Rhododendron,NA
Andrena_costillensis,Asteraceae,Agoseris,NA
Andrena_costillensis,Asteraceae,Chrysothamnus,NA
Andrena_costillensis,Asteraceae,Erigeron,NA
Andrena_costillensis,Asteraceae,Grindelia,NA
Andrena_costillensis,Asteraceae,Heliomeris,NA
Andrena_costillensis,Asteraceae,Heterotheca,NA
Andrena_cragini,Fabaceae,Amorpha,NA
Andrena_crataegi,Rosaceae,Spiraea,Spiraea latifolia
Andrena_crataegi,Rhamnaceae,NA,NA
Andrena_crataegi,Anacardiaceae,NA,NA
Andrena_crataegi,Fabaceae,NA,NA
Andrena_crataegi,Salicaceae,NA,NA
Andrena_crawfordi,Asteraceae,Pyrrhopappus,NA
Andrena_cressonii,Salicaceae,NA,NA
Andrena_cressonii,Rosaceae,NA,NA
Andrena_cressonii,Anacardiaceae,NA,NA
Andrena_cressonii,Sapindaceae,NA,NA
Andrena_cristata,Ericaceae,Arctostaphylos,NA
Andrena_crudeni,Hydrophyllaceae,Nemophila,NA
Andrena_cryptanthae,Boraginaceae,Cryptantha,NA
Andrena_cryptanthae,Boraginaceae,Hackelia,NA
Andrena_cuneilabris,Ranunculaceae,Ranunculus,NA
Andrena_curvungula,Campanulaceae,Campanula,Campanula patula
Andrena_curvungula,Campanulaceae,Campanula,Campanula sibirica
Andrena_curvungula,Campanulaceae,Campanula,Campanula glomerata
Andrena_curvungula,Campanulaceae,Campanula,Campanula persicifolia
Andrena_curvungula,Campanulaceae,Campanula,Campanula poscharskyana
Andrena_curvungula,Campanulaceae,Campanula,Campanula rapunculus
Andrena_curvungula,Campanulaceae,Campanula,Campanula rotundifolia
Andrena_curvungula,Campanulaceae,Phyteuma,Phyteuma orbiculare
Andrena_cyanosoma,Onagraceae,Camissonia,NA
Andrena_dapsilis,Brassicaceae,Lepidium,NA
Andrena_dapsilis,Brassicaceae,Lesquerella,NA
Andrena_dapsilis,Brassicaceae,Physaria,NA
Andrena_decipiens,Fabaceae,Medicago,Medicago sativa
Andrena_decipiens,Fabaceae,Melilotus,Melilotus albus
Andrena_decipiens,Fabaceae,Trifolium,Trifolium pratense
Andrena_decipiens,Fabaceae,Trifolium,Trifolium repens
Andrena_decipiens,Fabaceae,Vicia,Vicia sepium
Andrena_decolorata,Onagraceae,Camissonia,NA
Andrena_denticulata,Asteraceae,Senecio,Senecio jacobaea
Andrena_denticulata,Asteraceae,Centaurea,Centaurea nigra
Andrena_denticulata,Asteraceae,Leucanthemum,Leucanthemum x superbum
Andrena_denticulata,Asteraceae,Achillea,Achillea millefolium
Andrena_denticulata,Asteraceae,Centaurea,Centaurea jacea
Andrena_denticulata,Asteraceae,Centaurea,Centaurea stoebe
Andrena_denticulata,Asteraceae,Cirsium,Cirsium vulgare
Andrena_denticulata,Asteraceae,Hieracium,Hieracium umbellatum
Andrena_denticulata,Asteraceae,Hypochaeris,Hypochaeris radicata
Andrena_denticulata,Asteraceae,Leontodon,Leontodon autumnalis
Andrena_denticulata,Asteraceae,Picris,Picris hieracioides
Andrena_denticulata,Asteraceae,Pulicaria,Pulicaria dysenterica
Andrena_denticulata,Asteraceae,Senecio,Senecio jacobaea
Andrena_denticulata,Asteraceae,Solidago,Solidago canadensis
Andrena_denticulata,Asteraceae,Tanacetum,Tanacetum vulgare
Andrena_denticulata,Asteraceae,Cichorium,Cichorium intybus
Andrena_denticulata,Asteraceae,Solidago,Solidago virgaurea
Andrena_denticulata,Asteraceae,Anthemis,NA
Andrena_deserticola,Onagraceae,Camissonia,NA
Andrena_dissimulans,Asteraceae,Lasthenia,NA
Andrena_dissona,Asteraceae,Lasthenia,NA
Andrena_dissona,Asteraceae,Layia,NA
Andrena_distans,Geraniaceae,Geranium,NA
Andrena_distinguenda,Brassicaceae,Barbarea,Barbarea vulgaris
Andrena_distinguenda,Boraginaceae,Borago,Borago officinalis
Andrena_distinguenda,Brassicaceae,Brassica,Brassica rapa
Andrena_distinguenda,Brassicaceae,Capsella,Capsella bursa-pastoris
Andrena_distinguenda,Brassicaceae,Cardaria,Cardaria draba
Andrena_distinguenda,Brassicaceae,Isatis,Isatis tinctoria
Andrena_distinguenda,Brassicaceae,Raphanus,Raphanus raphanistrum
Andrena_distinguenda,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_dorsata,Fagaceae,Castanea,Castanea sativa
Andrena_dorsata,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_dorsata,Brassicaceae,Alliaria,Alliaria petiolata
Andrena_dorsata,Brassicaceae,Berteroa,Berteroa incana
Andrena_dorsata,Asteraceae,Centaurea,Centaurea nigra
Andrena_dorsata,Rosaceae,Filipendula,Filipendula ulmaria
Andrena_dorsata,Rosaceae,Potentilla,Potentilla erecta
Andrena_dorsata,Rosaceae,Rubus,Rubus idaeus
Andrena_dorsata,Rosaceae,Rubus,Rubus fruticosus
Andrena_dorsata,Asteraceae,Achillea,Achillea millefolium
Andrena_dorsata,Brassicaceae,Alyssum,Alyssum montanum
Andrena_dorsata,Brassicaceae,Aurinia,Aurinia saxatilis
Andrena_dorsata,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_dorsata,Brassicaceae,Berteroa,Berteroa incana
Andrena_dorsata,Boraginaceae,Borago,Borago officinalis
Andrena_dorsata,Brassicaceae,Brassica,Brassica rapa
Andrena_dorsata,Cucurbitaceae,Bryonia,Bryonia dioica
Andrena_dorsata,Brassicaceae,Bunias,Bunias orientalis
Andrena_dorsata,Ericaceae,Calluna,Calluna vulgaris
Andrena_dorsata,Brassicaceae,Cardamine,Cardamine pratensis
Andrena_dorsata,Brassicaceae,Cardaria,Cardaria draba
Andrena_dorsata,Brassicaceae,Coincya,Coincya monensis
Andrena_dorsata,Asteraceae,Crepis,Crepis biennis
Andrena_dorsata,Rosaceae,Fragaria,Fragaria vesca
Andrena_dorsata,Hypericaceae,Hypericum,Hypericum perforatum
Andrena_dorsata,Campanulaceae,Jasione,Jasione montana
Andrena_dorsata,Fabaceae,Lotus,Lotus corniculatus
Andrena_dorsata,Brassicaceae,Isatis,Isatis tinctoria
Andrena_dorsata,Rosaceae,Malus,Malus domestica
Andrena_dorsata,Fabaceae,Melilotus,Melilotus albus
Andrena_dorsata,Lamiaceae,Origanum,Origanum vulgare
Andrena_dorsata,Papaveraceae,Papaver,Papaver rhoeas
Andrena_dorsata,Rosaceae,Potentilla,Potentilla anserina
Andrena_dorsata,Rosaceae,Potentilla,Potentilla argentea
Andrena_dorsata,Rosaceae,Potentilla,Potentilla neumanniana
Andrena_dorsata,Rosaceae,Pyrus,Pyrus communis
Andrena_dorsata,Rosaceae,Rubus,Rubus idaeus
Andrena_dorsata,Salicaceae,Salix,Salix alba
Andrena_dorsata,Salicaceae,Salix,Salix aurita
Andrena_dorsata,Salicaceae,Salix,Salix caprea
Andrena_dorsata,Salicaceae,Salix,Salix cinerea
Andrena_dorsata,Salicaceae,Salix,Salix purpurea
Andrena_dorsata,Asteraceae,Senecio,Senecio jacobaea
Andrena_dorsata,Brassicaceae,Sinapis,Sinapis alba
Andrena_dorsata,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_dorsata,Brassicaceae,Sisymbrium,Sisymbrium officinale
Andrena_dorsata,Brassicaceae,Sisymbrium,Sisymbrium orientale
Andrena_dorsata,Rosaceae,Spiraea,Spiraea salicifolia
Andrena_dorsata,Asteraceae,Taraxacum,Taraxacum officinale
Andrena_dorsata,Rosaceae,Potentilla,Potentilla erecta
Andrena_dorsata,Malvaceae,Tilia,NA
Andrena_duboisi,Asteraceae,Blennosperma,NA
Andrena_duboisi,Asteraceae,Layia,NA
Andrena_duboisi,Asteraceae,Lasthenia,NA
Andrena_dunningi,Rosaceae,Physocarpus,NA
Andrena_dunningi,Oleaceae,Fraxinus,NA
Andrena_dunningi,Rosaceae,Malus,NA
Andrena_dunningi,Rosaceae,Pyrus,NA
Andrena_dunningi,Rosaceae,Crataegus,NA
Andrena_dunningi,Lamiaceae,Glechoma,NA
Andrena_dunningi,Sapindaceae,Aesculus,NA
Andrena_dunningi,Asteraceae,Taraxacum,NA
Andrena_dunningi,Juglandaceae,Juglans,NA
Andrena_dunningi,Rosaceae,Prunus,NA
Andrena_dunningi,Viburnaceae,Viburnum,NA
Andrena_dunningi,Cornaceae,Cornus,NA
Andrena_dunningi,Fagaceae,Quercus,NA
Andrena_dunningi,Sapindaceae,Acer,NA
Andrena_dunningi,Caprifoliaceae,Lonicera,NA
Andrena_dunningi,Caryophyllaceae,NA,NA
Andrena_duplicata,Asteraceae,Bidens,NA
Andrena_enslinella,Brassicaceae,Cardaria,Cardaria draba
Andrena_enslinella,Brassicaceae,Brassica,Brassica rapa
Andrena_enslinella,Apiaceae,Orlaya,Orlaya grandiflora
Andrena_enslinella,Brassicaceae,Erysimum,NA
Andrena_eothina,Onagraceae,Camissonia,NA
Andrena_erigeniae,Montiaceae,Claytonia,Claytonia virginica
Andrena_erythrogaster,Salicaceae,Salix,NA
Andrena_erythronii,Liliaceae,Erythronium,Erythronium mesochoreum
Andrena_escondida,Asteraceae,Layia,NA
Andrena_evoluta,Asteraceae,Agoseris,NA
Andrena_fabricius,Rosaceae,Pyrus,NA
Andrena_fabricius,Sapindaceae,Acer,NA
Andrena_fabricius,Asteraceae,Taraxacum,NA
Andrena_fabricius,Asteraceae,Bellis,NA
Andrena_fabricius,Ranunculaceae,Ranunculus,NA
Andrena_fabricius,Rosaceae,Crataegus,NA
Andrena_fabricius,Fagaceae,Quercus,NA
Andrena_fabricius,Rosaceae,Prunus,NA
Andrena_fabricius,Fagaceae,Fagus,NA
Andrena_fabricius,Lamiaceae,Lamium,NA
Andrena_fabricius,Apiaceae,NA,NA
Andrena_falsifica,Rosaceae,Potentilla,Potentilla neumanniana
Andrena_falsifica,Fagaceae,Quercus,Quercus robur
Andrena_falsifica,Plantaginaceae,Veronica,Veronica chamaedrys
Andrena_ferox,Sapindaceae,Acer,Acer campestre
Andrena_ferox,Rosaceae,Crataegus,Crataegus laevigata
Andrena_ferox,Fagaceae,Quercus,Quercus robur
Andrena_flandersi,Onagraceae,Camissonia,NA
Andrena_flavipes,Asteraceae,Centaurea,Centaurea stoebe
Andrena_flavipes,Asteraceae,Centaurea,Centaurea nigra
Andrena_flavipes,Asteraceae,Senecio,Senecio jacobaea
Andrena_flavipes,Asteraceae,Pulicaria,Pulicaria dysenterica
Andrena_flavipes,Brassicaceae,Berteroa,Berteroa incana
Andrena_flavipes,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_flavipes,Rosaceae,Rubus,Rubus fruticosus
Andrena_flavipes,Rosaceae,Crataegus,Crataegus monogyna
Andrena_flavipes,Fabaceae,Trifolium,Trifolium pratense
Andrena_flavipes,Fabaceae,Trifolium,Trifolium repens
Andrena_flavipes,Fabaceae,Gleditsia,Gleditsia triacanthos
Andrena_flavipes,Asteraceae,Centaurea,Centaurea stoebe
Andrena_flavipes,Ranunculaceae,Ranunculus,Ranunculus ficaria
Andrena_flavipes,Sapindaceae,Acer,Acer campestre
Andrena_flavipes,Sapindaceae,Acer,Acer pseudoplatanus
Andrena_flavipes,Asteraceae,Achillea,Achillea millefolium
Andrena_flavipes,Brassicaceae,Alliaria,Alliaria petiolata
Andrena_flavipes,Brassicaceae,Alyssum,Alyssum montanum
Andrena_flavipes,Brassicaceae,Aurinia,Aurinia saxatilis
Andrena_flavipes,Asteraceae,Anthemis,Anthemis arvensis
Andrena_flavipes,Apiaceae,Anthriscus,Anthriscus sylvestris
Andrena_flavipes,Brassicaceae,Aubrieta,Aubrieta deltoidea
Andrena_flavipes,Brassicaceae,Barbarea,Barbarea vulgaris
Andrena_flavipes,Brassicaceae,Berteroa,Berteroa incana
Andrena_flavipes,Boraginaceae,Borago,Borago officinalis
Andrena_flavipes,Brassicaceae,Brassica,Brassica oleracea
Andrena_flavipes,Cucurbitaceae,Bryonia,Bryonia dioica
Andrena_flavipes,Campanulaceae,Campanula,Campanula rotundifolia
Andrena_flavipes,Asteraceae,Centaurea,Centaurea jacea
Andrena_flavipes,Asteraceae,Cirsium,Cirsium vulgare
Andrena_flavipes,Convolvulaceae,Convolvulus,Convolvulus arvensis
Andrena_flavipes,Rosaceae,Crataegus,Crataegus laevigata
Andrena_flavipes,Asteraceae,Crepis,Crepis capillaris
Andrena_flavipes,Fabaceae,Dorycnium,Dorycnium pentaphyllum subsp. germanicum
Andrena_flavipes,Asteraceae,Erigeron,Erigeron annuus
Andrena_flavipes,Apiaceae,Eryngium,Eryngium campestre
Andrena_flavipes,Apiaceae,Eryngium,Eryngium planum
Andrena_flavipes,Gentianaceae,Gentiana,Gentiana verna
Andrena_flavipes,Lamiaceae,Glechoma,Glechoma hederacea
Andrena_flavipes,Cistaceae,Helianthemum,Helianthemum nummularium
Andrena_flavipes,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_flavipes,Hypericaceae,Hypericum,Hypericum perforatum
Andrena_flavipes,Asteraceae,Hypochaeris,Hypochaeris radicata
Andrena_flavipes,Campanulaceae,Jasione,Jasione montana
Andrena_flavipes,Lamiaceae,Lamium,Lamium maculatum
Andrena_flavipes,Asteraceae,Leontodon,Leontodon autumnalis
Andrena_flavipes,Asteraceae,Leucanthemum,Leucanthemum vulgare
Andrena_flavipes,Fabaceae,Lotus,Lotus corniculatus
Andrena_flavipes,Brassicaceae,Isatis,Isatis tinctoria
Andrena_flavipes,Fabaceae,Medicago,Medicago sativa
Andrena_flavipes,Fabaceae,Melilotus,Melilotus albus
Andrena_flavipes,Asparagaceae,Ornithogalum,Ornithogalum umbellatum
Andrena_flavipes,Papaveraceae,Papaver,Papaver rhoeas
Andrena_flavipes,Rosaceae,Potentilla,Potentilla neumanniana
Andrena_flavipes,Rosaceae,Potentilla,Potentilla reptans
Andrena_flavipes,Rosaceae,Prunus,Prunus avium
Andrena_flavipes,Rosaceae,Prunus,Prunus spinosa
Andrena_flavipes,Rosaceae,Pyrus,Pyrus communis
Andrena_flavipes,Ranunculaceae,Ranunculus,Ranunculus bulbosus
Andrena_flavipes,Ranunculaceae,Ranunculus,Ranunculus repens
Andrena_flavipes,Brassicaceae,Rapistrum,Rapistrum perenne
Andrena_flavipes,Resedaceae,Reseda,Reseda lutea
Andrena_flavipes,Rosaceae,Rubus,Rubus fruticosus
Andrena_flavipes,Salicaceae,Salix,Salix caprea
Andrena_flavipes,Asteraceae,Senecio,Senecio jacobaea
Andrena_flavipes,Brassicaceae,Sinapis,Sinapis alba
Andrena_flavipes,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_flavipes,Brassicaceae,Sisymbrium,Sisymbrium officinale
Andrena_flavipes,Asteraceae,Sonchus,Sonchus arvensis
Andrena_flavipes,Caryophyllaceae,Stellaria,Stellaria holostea
Andrena_flavipes,Asteraceae,Tanacetum,Tanacetum vulgare
Andrena_flavipes,Asteraceae,Taraxacum,Taraxacum officinale
Andrena_flavipes,Fabaceae,Trifolium,Trifolium pratense
Andrena_flavipes,Asteraceae,Tussilago,Tussilago farfara
Andrena_flavipes,Plantaginaceae,Veronica,Veronica chamaedrys
Andrena_flavipes,Ericaceae,Erica,NA
Andrena_flavipes,Malvaceae,Tilia,NA
Andrena_flavipes,Fagaceae,Quercus,NA
Andrena_florea,Cucurbitaceae,Bryonia,Bryonia alba
Andrena_florea,Cucurbitaceae,Bryonia,Bryonia dioica
Andrena_floricola,Brassicaceae,Capsella,Capsella bursa-pastoris
Andrena_floricola,Brassicaceae,Cardaria,Cardaria draba
Andrena_floricola,Brassicaceae,Berteroa,Berteroa incana
Andrena_floricola,Boraginaceae,Borago,Borago officinalis
Andrena_floricola,Brassicaceae,Brassica,Brassica rapa
Andrena_floricola,Brassicaceae,Raphanus,Raphanus raphanistrum
Andrena_floricola,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_florivaga,Brassicaceae,Capsella,Capsella bursa-pastoris
Andrena_florivaga,Brassicaceae,Cardamine,Cardamine pratensis
Andrena_florivaga,Ranunculaceae,Ranunculus,Ranunculus acris
Andrena_florivaga,Asteraceae,Taraxacum,Taraxacum officinale
Andrena_forbesii,Rosaceae,NA,NA
Andrena_forbesii,Salicaceae,NA,NA
Andrena_forbesii,Brassicaceae,NA,NA
Andrena_forbesii,Adoxaceae,NA,NA
Andrena_forbesii,Fagaceae,NA,NA
Andrena_foxii,Onagraceae,Camissonia,NA
Andrena_fragilis,Cornaceae,Cornus,NA
Andrena_freygessneri,Crassulaceae,Sempervivum,NA
Andrena_freygessneri,Saxifragaceae,Saxifraga,NA
Andrena_freygessneri,Cistaceae,Helianthemum,NA
Andrena_frigida,Salicaceae,Salix,NA
Andrena_fucata,Rhamnaceae,Frangula,Frangula alnus
Andrena_fucata,Rosaceae,Rosa,Rosa arvensis
Andrena_fucata,Rosaceae,Rubus,Rubus idaeus
Andrena_fucata,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_fucata,Cistaceae,Helianthemum,Helianthemum nummularium
Andrena_fucata,Brassicaceae,Barbarea,Barbarea vulgaris
Andrena_fucata,Boraginaceae,Borago,Borago officinalis
Andrena_fucata,Apiaceae,Chaerophyllum,Chaerophyllum temulum
Andrena_fucata,Rosaceae,Cotoneaster,Cotoneaster dammeri
Andrena_fucata,Cistaceae,Helianthemum,Helianthemum nummularium
Andrena_fucata,Apiaceae,Heracleum,Heracleum sphondylium
Andrena_fucata,Ranunculaceae,Ranunculus,Ranunculus acris
Andrena_fucata,Brassicaceae,Rorippa,Rorippa sylvestris
Andrena_fucata,Rosaceae,Rosa,Rosa canina
Andrena_fucata,Rosaceae,Rubus,Rubus fruticosus
Andrena_fucata,Rosaceae,Rubus,Rubus idaeus
Andrena_fucata,Brassicaceae,Sinapis,Sinapis alba
Andrena_fucata,Brassicaceae,Sinapis,Sinapis arvensis
Andrena_fucata,Rosaceae,Spiraea,Spiraea salicifolia
Andrena_fucata,Plantaginaceae,Veronica,Veronica chamaedrys
Andrena_fucata,Sapindaceae,Acer,NA
Andrena_fucata,Asteraceae,Crepis,NA
Andrena_fucata,Rosaceae,Potentilla,NA
Andrena_fucata,Rosaceae,Potentilla,NA
Andrena_fulva,Sapindaceae,Acer,Acer campestre
Andrena_fulva,Sapindaceae,Acer,Acer pseudoplatanus
Andrena_fulva,Rosaceae,Crataegus,Crataegus monogyna
Andrena_fulva,Ranunculaceae,Ranunculus,Ranunculus ficaria
Andrena_fulva,Sapindaceae,Acer,Acer campestre
Andrena_fulva,Sapindaceae,Acer,Acer pseudoplatanus
Andrena_fulva,Rosaceae,Amelanchier,Amelanchier canadensis
Andrena_fulva,Asteraceae,Bellis,Bellis perennis
Andrena_fulva,Boraginaceae,Borago,Borago officinalis
Andrena_fulva,Brassicaceae,Brassica,Brassica rapa
Andrena_fulva,Buxaceae,Buxus,Buxus sempervirens
Andrena_fulva,Rosaceae,Cotoneaster,Cotoneaster integerrimus
Andrena_fulva,Rosaceae,Crataegus,Crataegus laevigata
Andrena_fulva,Celastraceae,Euonymus,Euonymus europaeus
Andrena_fulva,Aquifoliaceae,Ilex,Ilex aquifolium
