providedName,finalName,geo_informed
Dianthidium curvatum,Dianthidium curvatum,FALSE
Dianthidium desertorum,Dianthidium desertorum,FALSE
Dianthidium discors,Dianthidium discors,FALSE
Dianthidium dubium,Dianthidium dubium,FALSE
Dianthidium floridiense,Dianthidium floridiense,FALSE
Dianthidium heterulkei,Dianthidium heterulkei,FALSE
Dianthidium implicatum,Dianthidium implicatum,FALSE
Dianthidium marshi,Dianthidium marshi,FALSE
Dianthidium parkeri,Dianthidium parkeri,FALSE
Dianthidium parvum,Dianthidium parvum,FALSE
Dianthidium platyurum,Dianthidium platyurum,FALSE
Dianthidium plenum,Dianthidium plenum,FALSE
Dianthidium pudicum,Dianthidium pudicum,FALSE
Dianthidium simile,Dianthidium simile,FALSE
Dianthidium singulare,Dianthidium singulare,FALSE
Dianthidium subparvum,Dianthidium subparvum,FALSE
Dianthidium subrufulum,Dianthidium subrufulum,FALSE
Dianthidium texanum,Dianthidium texanum,FALSE
Dianthidium ulkei,Dianthidium ulkei,FALSE
Dieunomia apacha,Dieunomia apacha,FALSE
Dieunomia bolliana,Dieunomia bolliana,FALSE
Dieunomia heteropoda,Dieunomia heteropoda,FALSE
Dieunomia mesillae,Dieunomia mesillae,FALSE
Dieunomia micheneri,Dieunomia micheneri,FALSE
Dieunomia nevadensis,Dieunomia nevadensis,FALSE
Dieunomia triangulifera,Dieunomia triangulifera,FALSE
Dieunomia xerophila,Dieunomia xerophila,FALSE
Dioxys pacificus,Dioxys pacificus,FALSE
Dioxys pomonae,Dioxys pomonae,FALSE
Dioxys productus,Dioxys productus,FALSE
Dufourea afasciata,Dufourea afasciata,FALSE
Dufourea australis,Dufourea australis,FALSE
Dufourea bernardina,Dufourea bernardina,FALSE
Dufourea bifida,Dufourea bifida,FALSE
Dufourea boregoensis,Dufourea boregoensis,FALSE
Dufourea brevicornis,Dufourea brevicornis,FALSE
Dufourea calientensis,Dufourea calientensis,FALSE
Dufourea californica,Dufourea californica,FALSE
Dufourea calochorti,Dufourea calochorti,FALSE
Dufourea campanulae,Dufourea campanulae,FALSE
Dufourea contarovici,Dufourea contarovici,FALSE
Dufourea cuprea,Dufourea cuprea,FALSE
Dufourea davidsoni,Dufourea davidsoni,FALSE
Dufourea dentipes,Dufourea dentipes,FALSE
Dufourea desertorum,Dufourea desertorum,FALSE
Dufourea dilatipes,Dufourea dilatipes,FALSE
Dufourea echinocacti,Dufourea echinocacti,FALSE
Dufourea fallugiae,Dufourea fallugiae,FALSE
Dufourea femorata,Dufourea femorata,FALSE
Dufourea fimbriata,Dufourea fimbriata,FALSE
Dufourea gilia,Dufourea gilia,FALSE
Dufourea harveyi,Dufourea harveyi,FALSE
Dufourea holocyanea,Dufourea holocyanea,FALSE
Dufourea impunctata,Dufourea impunctata,FALSE
Dufourea latifrons,Dufourea latifrons,FALSE
Dufourea leachi,Dufourea leachi,FALSE
Dufourea linanthi,Dufourea linanthi,FALSE
Dufourea longiceps,Dufourea longiceps,FALSE
Dufourea macswaini,Dufourea macswaini,FALSE
Dufourea malacothricis,Dufourea malacothricis,FALSE
Dufourea marginata,Dufourea marginata,FALSE
Dufourea maura,Dufourea maura,FALSE
Dufourea moldenkei,Dufourea moldenkei,FALSE
Dufourea monardae,Dufourea monardae,FALSE
Dufourea mulleri,Dufourea mulleri,FALSE
Dufourea nemophilae,Dufourea nemophilae,FALSE
Dufourea neocalifornica,Dufourea neocalifornica,FALSE
Dufourea neovernalis,Dufourea neovernalis,FALSE
Dufourea novaeangliae,Dufourea novaeangliae,FALSE
Dufourea nudicornis,Dufourea nudicornis,FALSE
Dufourea oenotherae,Dufourea oenotherae,FALSE
Dufourea orovada,Dufourea orovada,FALSE
Dufourea pectinipes,Dufourea pectinipes,FALSE
Dufourea pulchricornis,Dufourea pulchricornis,FALSE
Dufourea rhamni,Dufourea rhamni,FALSE
Dufourea sandhouseae,Dufourea sandhouseae,FALSE
Dufourea saundersi,Dufourea saundersi,FALSE
Dufourea scabricornis,Dufourea scabricornis,FALSE
Dufourea scintilla,Dufourea scintilla,FALSE
Dufourea snellingi,Dufourea snellingi,FALSE
Dufourea sparsipunctata,Dufourea sparsipunctata,FALSE
Dufourea spilura,Dufourea spilura,FALSE
Dufourea spinifera,Dufourea spinifera,FALSE
Dufourea stagei,Dufourea stagei,FALSE
Dufourea subdavidsoni,Dufourea subdavidsoni,FALSE
Dufourea tarsata,Dufourea tarsata,FALSE
Dufourea timberlakei,Dufourea timberlakei,FALSE
Dufourea tinsleyi,Dufourea tinsleyi,FALSE
Dufourea torchioi,Dufourea torchioi,FALSE
Dufourea trochantera,Dufourea trochantera,FALSE
Dufourea truncata,Dufourea truncata,FALSE
Dufourea tularensis,Dufourea tularensis,FALSE
Dufourea tuolumne,Dufourea tuolumne,FALSE
Dufourea vanduzeei,Dufourea vanduzeei,FALSE
Dufourea vandykei,Dufourea vandykei,FALSE
Dufourea vernalis,Dufourea vernalis,FALSE
Dufourea versatilis,Dufourea versatilis,FALSE
Dufourea virgata,Dufourea virgata,FALSE
Dufourea viridis,Dufourea viridis,FALSE
Epeoloides pilosulus,Epeoloides pilosulus,FALSE
Epeolus ainsliei,Epeolus ainsliei,FALSE
Epeolus americanus,Epeolus americanus,FALSE
Epeolus andriyi,Epeolus andriyi,FALSE
Epeolus asperatus,Epeolus asperatus,FALSE
Epeolus attenboroughi,Epeolus attenboroughi,FALSE
Epeolus australis,Epeolus australis,FALSE
Epeolus autumnalis,Epeolus autumnalis,FALSE
Epeolus axillaris,Epeolus axillaris,FALSE
Epeolus banksi,Epeolus banksi,FALSE
Epeolus barberiellus,Epeolus barberiellus,FALSE
Epeolus basili,Epeolus basili,FALSE
Epeolus bifasciatus,Epeolus bifasciatus,FALSE
Epeolus brumleyi,Epeolus brumleyi,FALSE
Epeolus canadensis,Epeolus canadensis,FALSE
Epeolus carolinus,Epeolus carolinus,FALSE
Epeolus chamaesarachae,Epeolus chamaesarachae,FALSE
Epeolus compactus,Epeolus compactus,FALSE
Epeolus deyrupi,Epeolus deyrupi,FALSE
Epeolus diadematus,Epeolus diadematus,FALSE
Epeolus erigeronis,Epeolus erigeronis,FALSE
Epeolus ferrarii,Epeolus ferrarii,FALSE
Epeolus flavofasciatus,Epeolus flavofasciatus,FALSE
Epeolus floridensis,Epeolus floridensis,FALSE
Epeolus glabratus,Epeolus glabratus,FALSE
Epeolus howardi,Epeolus howardi,FALSE
Epeolus ilicis,Epeolus ilicis,FALSE
Epeolus inornatus,Epeolus inornatus,FALSE
Epeolus interruptus,Epeolus interruptus,FALSE
Epeolus lectoides,Epeolus lectoides,FALSE
Epeolus lectus,Epeolus lectus,FALSE
Epeolus mesillae,Epeolus mesillae,FALSE
Epeolus minimus,Epeolus minimus,FALSE
Epeolus nebulosus,Epeolus nebulosus,FALSE
Epeolus novomexicanus,Epeolus novomexicanus,FALSE
Epeolus olympiellus,Epeolus olympiellus,FALSE
Epeolus packeri,Epeolus packeri,FALSE
Epeolus pusillus,Epeolus pusillus,FALSE
Epeolus rufulus,Epeolus rufulus,FALSE
Epeolus scutellaris,Epeolus scutellaris,FALSE
Epeolus splendidus,Epeolus splendidus,FALSE
Epeolus tessieris,Epeolus tessieris,FALSE
Epeolus zonatus,Epeolus zonatus,FALSE
Ericrocis lata,Ericrocis lata,FALSE
Ericrocis pintada,Ericrocis pintada,FALSE
Eucera acerba,Eucera acerba,FALSE
Eucera actuosa,Eucera actuosa,FALSE
Eucera albescens,Eucera albescens,FALSE
Eucera amsinckiae,Eucera amsinckiae,FALSE
Eucera angustifrons,Eucera angustifrons,FALSE
Eucera aragalli,Eucera aragalli,FALSE
Eucera argyrophila,Eucera argyrophila,FALSE
Eucera atriventris,Eucera atriventris,FALSE
Eucera belfragei,Eucera belfragei,FALSE
Eucera birkmanniella,Eucera birkmanniella,FALSE
Eucera californica,Eucera californica,FALSE
Eucera cercidis,Eucera cercidis,FALSE
Eucera chrysobotryae,Eucera chrysobotryae,FALSE
Eucera chrysophila,Eucera chrysophila,FALSE
Eucera conformis,Eucera conformis,FALSE
Eucera cordleyi,Eucera cordleyi,FALSE
Eucera delphinii,Eucera delphinii,FALSE
Eucera dorsata,Eucera dorsata,FALSE
Eucera dubitata,Eucera dubitata,FALSE
Eucera edwardsii,Eucera edwardsii,FALSE
Eucera frater,Eucera frater,FALSE
Eucera fulvitarsis,Eucera fulvitarsis,FALSE
Eucera fulvohirta,Eucera fulvohirta,FALSE
Eucera hamata,Eucera hamata,FALSE
Eucera hurdi,Eucera hurdi,FALSE
Eucera illinoensis,Eucera illinoensis,FALSE
Eucera lepida,Eucera lepida,FALSE
Eucera lunata,Eucera lunata,FALSE
Eucera lutziana,Eucera lutziana,FALSE
Eucera lycii,Eucera lycii,FALSE
Eucera mohavensis,Eucera mohavensis,FALSE
Eucera pagosana,Eucera pagosana,FALSE
Eucera pallidihirta,Eucera pallidihirta,FALSE
Eucera phaceliae,Eucera phaceliae,FALSE
Eucera primiveris,Eucera primiveris,FALSE
Eucera quadricincta,Eucera quadricincta,FALSE
Eucera rosae,Eucera rosae,FALSE
Eucera speciosa,Eucera speciosa,FALSE
Eucera stretchii,Eucera stretchii,FALSE
Eucera territella,Eucera territella,FALSE
Eucera texana,Eucera texana,FALSE
Eucera tricinctella,Eucera tricinctella,FALSE
Eucera truttae,Eucera truttae,FALSE
Eucera virgata,Eucera virgata,FALSE
Eucera zonata,Eucera zonata,FALSE
Euglossa dilemma,Euglossa dilemma,FALSE
Eulonchopria punctatissima,Eulonchopria punctatissima,FALSE
Exomalopsis analis,Exomalopsis analis,FALSE
Exomalopsis birkmanni,Exomalopsis birkmanni,FALSE
Exomalopsis dimidiata,Exomalopsis dimidiata,FALSE
Exomalopsis mellipes,Exomalopsis mellipes,FALSE
Exomalopsis similis,Exomalopsis similis,FALSE
Exomalopsis snowi,Exomalopsis snowi,FALSE
Exomalopsis solani,Exomalopsis solani,FALSE
Exomalopsis solidaginis,Exomalopsis solidaginis,FALSE
Florilegus condignus,Florilegus condignus,FALSE
Gaesischia exul,Gaesischia exul,FALSE
Habropoda birkmanni,Habropoda birkmanni,FALSE
Habropoda cineraria,Habropoda cineraria,FALSE
Habropoda cressonii,Habropoda cressonii,FALSE
Habropoda dammersi,Habropoda dammersi,FALSE
Habropoda depressa,Habropoda depressa,FALSE
Habropoda excellens,Habropoda excellens,FALSE
Habropoda laboriosa,Habropoda laboriosa,FALSE
Habropoda miserabilis,Habropoda miserabilis,FALSE
Habropoda morrisoni,Habropoda morrisoni,FALSE
Habropoda pallida,Habropoda pallida,FALSE
Habropoda salviarum,Habropoda salviarum,FALSE
Habropoda semifulva,Habropoda semifulva,FALSE
Habropoda tristissima,Habropoda tristissima,FALSE
Habropoda vierecki,Habropoda vierecki,FALSE
Halictus confusus,Halictus confusus,FALSE
Halictus farinosus,Halictus farinosus,FALSE
Halictus harmonius,Halictus harmonius,FALSE
Halictus parallelus,Halictus parallelus,FALSE
Halictus poeyi,Halictus poeyi,FALSE
Halictus rubicundus,Halictus rubicundus,FALSE
Halictus tectus,Halictus tectus,FALSE
Halictus tripartitus,Halictus tripartitus,FALSE
Halictus virgatellus,Halictus virgatellus,FALSE
Heriades carinata,Heriades carinata,FALSE
Heriades cressoni,Heriades cressoni,FALSE
Heriades crucifera,Heriades crucifera,FALSE
Heriades gracilior,Heriades gracilior,FALSE
Heriades leavitti,Heriades leavitti,FALSE
Heriades micheneri,Heriades micheneri,FALSE
Heriades micropthalma,Heriades micropthalma,FALSE
Heriades occidentalis,Heriades occidentalis,FALSE
Heriades texana,Heriades texana,FALSE
Heriades timberlakei,Heriades timberlakei,FALSE
Heriades variolosa,Heriades variolosa,FALSE
Hesperapis arenicola,Hesperapis arenicola,FALSE
Hesperapis arida,Hesperapis arida,FALSE
Hesperapis carinata,Hesperapis carinata,FALSE
Hesperapis elegantula,Hesperapis elegantula,FALSE
Hesperapis fuchsi,Hesperapis fuchsi,FALSE
Hesperapis fulvipes,Hesperapis fulvipes,FALSE
Hesperapis ilicifoliae,Hesperapis ilicifoliae,FALSE
Hesperapis larreae,Hesperapis larreae,FALSE
Hesperapis laticeps,Hesperapis laticeps,FALSE
Hesperapis leucura,Hesperapis leucura,FALSE
Hesperapis oliviae,Hesperapis oliviae,FALSE
Hesperapis oraria,Hesperapis oraria,FALSE
Hesperapis parva,Hesperapis parva,FALSE
Hesperapis pellucida,Hesperapis pellucida,FALSE
Hesperapis regularis,Hesperapis regularis,FALSE
Hesperapis rhodocerata,Hesperapis rhodocerata,FALSE
Hesperapis rodecki,Hesperapis rodecki,FALSE
Hesperapis rufipes,Hesperapis rufipes,FALSE
Hesperapis trochanterata,Hesperapis trochanterata,FALSE
Hexepeolus rhodogyne,Hexepeolus rhodogyne,FALSE
Holcopasites apacheorum,Holcopasites apacheorum,FALSE
Holcopasites arizonicus,Holcopasites arizonicus,FALSE
Holcopasites bigibbosus,Holcopasites bigibbosus,FALSE
Holcopasites bohartorum,Holcopasites bohartorum,FALSE
Holcopasites cazieri,Holcopasites cazieri,FALSE
Holcopasites eamia,Holcopasites eamia,FALSE
Holcopasites haematurus,Holcopasites haematurus,FALSE
Holcopasites heliopsis,Holcopasites heliopsis,FALSE
Holcopasites illinoiensis,Holcopasites illinoiensis,FALSE
Holcopasites insoletus,Holcopasites insoletus,FALSE
Holcopasites jerryrozeni,Holcopasites jerryrozeni,FALSE
Holcopasites minimus,Holcopasites minimus,FALSE
Holcopasites pulchellus,Holcopasites pulchellus,FALSE
Holcopasites rozeni,Holcopasites rozeni,FALSE
Holcopasites ruthae,Holcopasites ruthae,FALSE
Holcopasites stevensi,Holcopasites stevensi,FALSE
Holcopasites tegularis,Holcopasites tegularis,FALSE
Hoplitis albifrons,Hoplitis albifrons,FALSE
Hoplitis anthocopoides,Hoplitis anthocopoides,FALSE
Hoplitis basingeri,Hoplitis basingeri,FALSE
Hoplitis bidenticauda,Hoplitis bidenticauda,FALSE
Hoplitis biscutellae,Hoplitis biscutellae,FALSE
Hoplitis boharti,Hoplitis boharti,FALSE
Hoplitis brachyodonta,Hoplitis brachyodonta,FALSE
Hoplitis bullifacies,Hoplitis bullifacies,FALSE
Hoplitis bunocephala,Hoplitis bunocephala,FALSE
Hoplitis caudex,Hoplitis caudex,FALSE
Hoplitis colei,Hoplitis colei,FALSE
Hoplitis cryptanthae,Hoplitis cryptanthae,FALSE
Hoplitis deserticola,Hoplitis deserticola,FALSE
Hoplitis elongaticeps,Hoplitis elongaticeps,FALSE
Hoplitis emarginata,Hoplitis emarginata,FALSE
Hoplitis evansi,Hoplitis evansi,FALSE
Hoplitis fulgida,Hoplitis fulgida,FALSE
Hoplitis grinnelli,Hoplitis grinnelli,FALSE
Hoplitis hamulicornis,Hoplitis hamulicornis,FALSE
Hoplitis howardi,Hoplitis howardi,FALSE
Hoplitis hypocrita,Hoplitis hypocrita,FALSE
Hoplitis incanescens,Hoplitis incanescens,FALSE
Hoplitis jacintana,Hoplitis jacintana,FALSE
Hoplitis laevibullata,Hoplitis laevibullata,FALSE
Hoplitis linsdalei,Hoplitis linsdalei,FALSE
Hoplitis louisae,Hoplitis louisae,FALSE
Hoplitis micheneri,Hoplitis micheneri,FALSE
Hoplitis mojavensis,Hoplitis mojavensis,FALSE
Hoplitis nanula,Hoplitis nanula,FALSE
Hoplitis nemophilae,Hoplitis nemophilae,FALSE
Hoplitis nigrella,Hoplitis nigrella,FALSE
Hoplitis orthognatha,Hoplitis orthognatha,FALSE
Hoplitis paiute,Hoplitis paiute,FALSE
Hoplitis palmarum,Hoplitis palmarum,FALSE
Hoplitis paroselae,Hoplitis paroselae,FALSE
Hoplitis pilosifrons,Hoplitis pilosifrons,FALSE
Hoplitis plagiostoma,Hoplitis plagiostoma,FALSE
Hoplitis producta,Hoplitis producta,FALSE
Hoplitis pygmaea,Hoplitis pygmaea,FALSE
Hoplitis reducta,Hoplitis reducta,FALSE
Hoplitis remotula,Hoplitis remotula,FALSE
Hoplitis robusta,Hoplitis robusta,FALSE
Hoplitis sambuci,Hoplitis sambuci,FALSE
Hoplitis seminigra,Hoplitis seminigra,FALSE
Hoplitis semirubra,Hoplitis semirubra,FALSE
Hoplitis shoshone,Hoplitis shoshone,FALSE
Hoplitis simplex,Hoplitis simplex,FALSE
Hoplitis spoliata,Hoplitis spoliata,FALSE
Hoplitis torchioi,Hoplitis torchioi,FALSE
Hoplitis tristis,Hoplitis tristis,FALSE
Hoplitis truicauda,Hoplitis truicauda,FALSE
Hoplitis truncata,Hoplitis truncata,FALSE
Hoplitis uvulalis,Hoplitis uvulalis,FALSE
Hoplitis viridimicans,Hoplitis viridimicans,FALSE
Hoplitis xerophila,Hoplitis xerophila,FALSE
Hoplitis zuni,Hoplitis zuni,FALSE
Hylaeus affinis,Hylaeus affinis,FALSE
Hylaeus annulatus,Hylaeus annulatus,FALSE
Hylaeus asininus,Hylaeus asininus,FALSE
Hylaeus basalis,Hylaeus basalis,FALSE
Hylaeus calvus,Hylaeus calvus,FALSE
Hylaeus coloradensis,Hylaeus coloradensis,FALSE
Hylaeus confluens,Hylaeus confluens,FALSE
Hylaeus conspicuus,Hylaeus conspicuus,FALSE
Hylaeus cookii,Hylaeus cookii,FALSE
Hylaeus episcopalis,Hylaeus episcopalis,FALSE
Hylaeus fedorica,Hylaeus fedorica,FALSE
Hylaeus floridanus,Hylaeus floridanus,FALSE
Hylaeus formosus,Hylaeus formosus,FALSE
Hylaeus georgicus,Hylaeus georgicus,FALSE
Hylaeus graenicheri,Hylaeus graenicheri,FALSE
Hylaeus granulatus,Hylaeus granulatus,FALSE
Hylaeus hurdi,Hylaeus hurdi,FALSE
Hylaeus hyalinatus,Hylaeus hyalinatus,FALSE
Hylaeus illinoisensis,Hylaeus illinoisensis,FALSE
Hylaeus insolitus,Hylaeus insolitus,FALSE
Hylaeus leptocephalus,Hylaeus leptocephalus,FALSE
Hylaeus lunicraterius,Hylaeus lunicraterius,FALSE
Hylaeus maritimus,Hylaeus maritimus,FALSE
Hylaeus megalotis,Hylaeus megalotis,FALSE
Hylaeus mesillae,Hylaeus mesillae,FALSE
Hylaeus modestus,Hylaeus modestus,FALSE
Hylaeus nelumbonis,Hylaeus nelumbonis,FALSE
Hylaeus nevadensis,Hylaeus nevadensis,FALSE
Hylaeus nunenmacheri,Hylaeus nunenmacheri,FALSE
Hylaeus ornatus,Hylaeus ornatus,FALSE
Hylaeus panamensis,Hylaeus panamensis,FALSE
Hylaeus personatellus,Hylaeus personatellus,FALSE
Hylaeus pictipes,Hylaeus pictipes,FALSE
Hylaeus polifolii,Hylaeus polifolii,FALSE
Hylaeus punctatus,Hylaeus punctatus,FALSE
Hylaeus rudbeckiae,Hylaeus rudbeckiae,FALSE
Hylaeus saniculae,Hylaeus saniculae,FALSE
Hylaeus schwarzii,Hylaeus schwarzii,FALSE
Hylaeus sejunctus,Hylaeus sejunctus,FALSE
Hylaeus sonorensis,Hylaeus sonorensis,FALSE
Hylaeus sparsus,Hylaeus sparsus,FALSE
Hylaeus timberlakei,Hylaeus timberlakei,FALSE
Hylaeus transvittatus,Hylaeus transvittatus,FALSE
Hylaeus verticalis,Hylaeus verticalis,FALSE
Hylaeus volusiensis,Hylaeus volusiensis,FALSE
Hylaeus wootoni,Hylaeus wootoni,FALSE
Lasioglossum abanci,Lasioglossum abanci,FALSE
Lasioglossum aberrans,Lasioglossum aberrans,FALSE
Lasioglossum absimile,Lasioglossum absimile,FALSE
Lasioglossum abundipunctum,Lasioglossum abundipunctum,FALSE
Lasioglossum acarophilum,Lasioglossum acarophilum,FALSE
Lasioglossum achilleae,Lasioglossum achilleae,FALSE
Lasioglossum actinosum,Lasioglossum actinosum,FALSE
Lasioglossum acuminatum,Lasioglossum acuminatum,FALSE
Lasioglossum admirandum,Lasioglossum admirandum,FALSE
Lasioglossum alachuense,Lasioglossum alachuense,FALSE
Lasioglossum albipenne,Lasioglossum albipenne,FALSE
Lasioglossum albohirtum,Lasioglossum albohirtum,FALSE
Lasioglossum albuquerquense,Lasioglossum albuquerquense,FALSE
Lasioglossum aliud,Lasioglossum aliud,FALSE
Lasioglossum amicum,Lasioglossum amicum,FALSE
Lasioglossum angustius,Lasioglossum angustius,FALSE
Lasioglossum anhypops,Lasioglossum anhypops,FALSE
Lasioglossum anomalum,Lasioglossum anomalum,FALSE
Lasioglossum apocyni,Lasioglossum apocyni,FALSE
Lasioglossum apopkense,Lasioglossum apopkense,FALSE
Lasioglossum aquilae,Lasioglossum aquilae,FALSE
Lasioglossum arantium,Lasioglossum arantium,FALSE
Lasioglossum arcanum,Lasioglossum arcanum,FALSE
Lasioglossum argemonis,Lasioglossum argemonis,FALSE
Lasioglossum arizonense,Lasioglossum arizonense,FALSE
Lasioglossum athabascense,Lasioglossum athabascense,FALSE
Lasioglossum atwoodi,Lasioglossum atwoodi,FALSE
Lasioglossum avalonense,Lasioglossum avalonense,FALSE
Lasioglossum bardum,Lasioglossum bardum,FALSE
Lasioglossum batya,Lasioglossum batya,FALSE
Lasioglossum birkmanni,Lasioglossum birkmanni,FALSE
Lasioglossum boreale,Lasioglossum boreale,FALSE
Lasioglossum bruneri,Lasioglossum bruneri,FALSE
Lasioglossum brunneiventre,Lasioglossum brunneiventre,FALSE
Lasioglossum cabrilli,Lasioglossum cabrilli,FALSE
Lasioglossum caducum,Lasioglossum caducum,FALSE
Lasioglossum californiae,Lasioglossum californiae,FALSE
Lasioglossum californicum,Lasioglossum californicum,FALSE
Lasioglossum callidum,Lasioglossum callidum,FALSE
Lasioglossum carlinvillense,Lasioglossum carlinvillense,FALSE
Lasioglossum cattellae,Lasioglossum cattellae,FALSE
Lasioglossum ceanothi,Lasioglossum ceanothi,FALSE
Lasioglossum cephalotes,Lasioglossum cephalotes,FALSE
Lasioglossum channelense,Lasioglossum channelense,FALSE
Lasioglossum cinctipes,Lasioglossum cinctipes,FALSE
Lasioglossum clematisellum,Lasioglossum clematisellum,FALSE
Lasioglossum coactum,Lasioglossum coactum,FALSE
Lasioglossum coeruleum,Lasioglossum coeruleum,FALSE
Lasioglossum colatum,Lasioglossum colatum,FALSE
Lasioglossum comagenense,Lasioglossum comagenense,FALSE
Lasioglossum comulum,Lasioglossum comulum,FALSE
Lasioglossum connexum,Lasioglossum connexum,FALSE
Lasioglossum cooleyi,Lasioglossum cooleyi,FALSE
Lasioglossum cordleyi,Lasioglossum cordleyi,FALSE
Lasioglossum coreopsis,Lasioglossum coreopsis,FALSE
Lasioglossum coriaceum,Lasioglossum coriaceum,FALSE
Lasioglossum crassiceps,Lasioglossum crassiceps,FALSE
Lasioglossum creberrimum,Lasioglossum creberrimum,FALSE
Lasioglossum cressonii,Lasioglossum cressonii,FALSE
Lasioglossum curculum,Lasioglossum curculum,FALSE
Lasioglossum cyanurum,Lasioglossum cyanurum,FALSE
Lasioglossum danforthi,Lasioglossum danforthi,FALSE
Lasioglossum dashwoodi,Lasioglossum dashwoodi,FALSE
Lasioglossum desertum,Lasioglossum desertum,FALSE
Lasioglossum diatretum,Lasioglossum diatretum,FALSE
Lasioglossum disparile,Lasioglossum disparile,FALSE
Lasioglossum diversopunctatum,Lasioglossum diversopunctatum,FALSE
Lasioglossum dreisbachi,Lasioglossum dreisbachi,FALSE
Lasioglossum droegei,Lasioglossum droegei,FALSE
Lasioglossum dubitatum,Lasioglossum dubitatum,FALSE
Lasioglossum ebmerellum,Lasioglossum ebmerellum,FALSE
Lasioglossum egregium,Lasioglossum egregium,FALSE
Lasioglossum eleutherense,Lasioglossum eleutherense,FALSE
Lasioglossum ellisiae,Lasioglossum ellisiae,FALSE
Lasioglossum ephialtum,Lasioglossum ephialtum,FALSE
Lasioglossum fattigi,Lasioglossum fattigi,FALSE
Lasioglossum fedorense,Lasioglossum fedorense,FALSE
Lasioglossum flaveriae,Lasioglossum flaveriae,FALSE
Lasioglossum floridanum,Lasioglossum floridanum,FALSE
Lasioglossum forbesii,Lasioglossum forbesii,FALSE
Lasioglossum foveolatum,Lasioglossum foveolatum,FALSE
Lasioglossum foxii,Lasioglossum foxii,FALSE
Lasioglossum fuscipenne,Lasioglossum fuscipenne,FALSE
Lasioglossum georgeickworti,Lasioglossum georgeickworti,FALSE
Lasioglossum giffardi,Lasioglossum giffardi,FALSE
Lasioglossum glabriventre,Lasioglossum glabriventre,FALSE
Lasioglossum gotham,Lasioglossum gotham,FALSE
Lasioglossum grinnelli,Lasioglossum grinnelli,FALSE
Lasioglossum hammondi,Lasioglossum hammondi,FALSE
Lasioglossum hartii,Lasioglossum hartii,FALSE
Lasioglossum hemimelas,Lasioglossum hemimelas,FALSE
Lasioglossum hitchensi,Lasioglossum hitchensi,FALSE
Lasioglossum hudsoniellum,Lasioglossum hudsoniellum,FALSE
Lasioglossum hunteri,Lasioglossum hunteri,FALSE
Lasioglossum hyalinum,Lasioglossum hyalinum,FALSE
Lasioglossum illinoense,Lasioglossum illinoense,FALSE
Lasioglossum imitatum,Lasioglossum imitatum,FALSE
Lasioglossum impavidum,Lasioglossum impavidum,FALSE
Lasioglossum incompletum,Lasioglossum incompletum,FALSE
Lasioglossum inconditum,Lasioglossum inconditum,FALSE
Lasioglossum izawsum,Lasioglossum izawsum,FALSE
Lasioglossum jubatum,Lasioglossum jubatum,FALSE
Lasioglossum katherineae,Lasioglossum katherineae,FALSE
Lasioglossum kincaidii,Lasioglossum kincaidii,FALSE
Lasioglossum knereri,Lasioglossum knereri,FALSE
Lasioglossum kunzei,Lasioglossum kunzei,FALSE
Lasioglossum laevissimum,Lasioglossum laevissimum,FALSE
Lasioglossum lazulis,Lasioglossum lazulis,FALSE
Lasioglossum lepidii,Lasioglossum lepidii,FALSE
Lasioglossum leucozonium,Lasioglossum leucozonium,FALSE
Lasioglossum leviense,Lasioglossum leviense,FALSE
Lasioglossum lineatulum,Lasioglossum lineatulum,FALSE
Lasioglossum longicorne,Lasioglossum longicorne,FALSE
Lasioglossum longifrons,Lasioglossum longifrons,FALSE
Lasioglossum lusorium,Lasioglossum lusorium,FALSE
Lasioglossum lustrans,Lasioglossum lustrans,FALSE
Lasioglossum macoupinense,Lasioglossum macoupinense,FALSE
Lasioglossum macroprosopum,Lasioglossum macroprosopum,FALSE
Lasioglossum manitouellum,Lasioglossum manitouellum,FALSE
Lasioglossum marinense,Lasioglossum marinense,FALSE
Lasioglossum marinum,Lasioglossum marinum,FALSE
Lasioglossum mellipes,Lasioglossum mellipes,FALSE
Lasioglossum mesillense,Lasioglossum mesillense,FALSE
Lasioglossum michiganense,Lasioglossum michiganense,FALSE
Lasioglossum microlepoides,Lasioglossum microlepoides,FALSE
Lasioglossum miguelense,Lasioglossum miguelense,FALSE
Lasioglossum miniatulum,Lasioglossum miniatulum,FALSE
Lasioglossum morrilli,Lasioglossum morrilli,FALSE
Lasioglossum nelumbonis,Lasioglossum nelumbonis,FALSE
Lasioglossum nevadense,Lasioglossum nevadense,FALSE
Lasioglossum nigrescens,Lasioglossum nigrescens,FALSE
Lasioglossum nigroviride,Lasioglossum nigroviride,FALSE
Lasioglossum nigrum,Lasioglossum nigrum,FALSE
Lasioglossum noctivaga,Lasioglossum noctivaga,FALSE
Lasioglossum novascotiae,Lasioglossum novascotiae,FALSE
Lasioglossum nymphale,Lasioglossum nymphale,FALSE
Lasioglossum oblongum,Lasioglossum oblongum,FALSE
Lasioglossum obnubilum,Lasioglossum obnubilum,FALSE
Lasioglossum obscurum,Lasioglossum obscurum,FALSE
Lasioglossum occidentale,Lasioglossum occidentale,FALSE
Lasioglossum occultum,Lasioglossum occultum,FALSE
Lasioglossum oceanicum,Lasioglossum oceanicum,FALSE
Lasioglossum oenotherae,Lasioglossum oenotherae,FALSE
Lasioglossum olympiae,Lasioglossum olympiae,FALSE
