providedName,finalName,geo_informed
Prosopis clandestinus,Hylaeus wootoni,FALSE
Prosopis gaigei,Hylaeus modestus,FALSE
Prosopis georgica,Hylaeus georgicus,FALSE
Prosopis labiatifrons,Hylaeus mesillae,FALSE
Prosopis melitina,Hylaeus verticalis,FALSE
Prosopis mesillae,Hylaeus mesillae,FALSE
Prosopis minyra,Hylaeus modestus,FALSE
Prosopis nucleolus,Hylaeus modestus,FALSE
Prosopis pasadenae,Hylaeus mesillae,FALSE
Prosopis personatellus,Hylaeus personatellus,FALSE
Prosopis polifolii,Hylaeus polifolii,FALSE
Prosopis rugulosus,Hylaeus modestus,FALSE
Prosopis sparsa,Hylaeus sparsus,FALSE
Prosopis stevensi,Hylaeus leptocephalus,FALSE
Prosopis telepora,Hylaeus mesillae,FALSE
Prosopis varifrons,Hylaeus annulatus,FALSE
Prosopis verticalis,Hylaeus verticalis,FALSE
Prosopis ziziae,Hylaeus affinis,FALSE
Protandrena albitarsis,Pseudopanurgus albitarsis,FALSE
Protandrena andrenoides,Pseudopanurgus andrenoides,FALSE
Protandrena compositarum,Pseudopanurgus compositarum,FALSE
Protandrena helianthi,Pseudopanurgus helianthi,FALSE
Protandrena illinoiensis,Pseudopanurgus illinoiensis,FALSE
Protandrena labrosiformis,Pseudopanurgus labrosiformis,FALSE
Protandrena labrosus,Pseudopanurgus labrosus,FALSE
Protandrena parvus,Pseudopanurgus parvus,FALSE
Protandrena pauper,Pseudopanurgus pauper,FALSE
Protandrena piercei,Pseudopanurgus piercei,FALSE
Protandrena rudbeckiae,Pseudopanurgus rudbeckiae,FALSE
Protandrena solidaginis,Pseudopanurgus solidaginis,FALSE
Protandrena virginicus,Pseudopanurgus virginicus,FALSE
Protandrenopsis fuscipennis,Pseudopanurgus aethiops,FALSE
Proteriades shoshone,Hoplitis shoshone,FALSE
Proteriades torchioi,Hoplitis torchioi,FALSE
Proteriades zuni,Hoplitis zuni,FALSE
Protoxaea nigerrima,Mesoxaea arizonica,FALSE
Pseudopanurgus gerardiae,Pseudopanurgus parvus,FALSE
Pseudopanurgus nebrascensis,Pseudopanurgus aestivalis,FALSE
Pseudopanurgus stevensi,Pseudopanurgus parvus,FALSE
Pseudopanurgus timberlakei,Pseudopanurgus fraterculus,FALSE
Psithyrus ashtoni,Bombus ashtoni,FALSE
Psithyrus insularis,Bombus insularis,FALSE
Psithyrus variabilis,Bombus variabilis,FALSE
Pterandrena acrypta,Andrena caerulea,FALSE
Pterandrena albuginosa,Andrena barbilabris,FALSE
Pterandrena complexa,Andrena caerulea,FALSE
Pterandrena crypta,Andrena caerulea,FALSE
Pterandrena erigenoides,Andrena caerulea,FALSE
Pterandrena nudimedicornis,Andrena pallidiscopa,FALSE
Pterandrena nudiscopa,Andrena angustitarsata,FALSE
Pterandrena pallidifovea,Andrena pallidifovea,FALSE
Pterandrena pallidiscopa,Andrena pallidiscopa,FALSE
Pterosarus andrenoides,Pseudopanurgus andrenoides,FALSE
Pterosarus barberi,Pseudopanurgus barberi,FALSE
Pterosarus labrosus,Pseudopanurgus labrosus,FALSE
Pyrobombus cascadensis,Bombus vandykei,FALSE
Seladonia confusa,Halictus confusus,FALSE
Sphecodes australis,Sphecodes clematidis,FALSE
Sphecodes canadensis,Sphecodes coronus,FALSE
Sphecodes distolus,Sphecodes pimpinellae,FALSE
Sphecodes heterus,Sphecodes cressonii,FALSE
Sphecodes lautus,Sphecodes dichrous,FALSE
Sphecodes nephelotus,Sphecodes cressonii,FALSE
Sphecodes olympicus,Sphecodes confertus,FALSE
Sphecodes persimilis,Sphecodes davisii,FALSE
Sphecodes shawi,Sphecodes pimpinellae,FALSE
Sphecodes stygius,Sphecodes mandibularis,FALSE
Sphecodes texana,Lasioglossum texanum,FALSE
Sphecodes wheeleri,Sphecodes pimpinellae,FALSE
Spinoliella comptula,Calliopsis comptula,FALSE
Spinoliella euphorbiae,Calliopsis helianthi,FALSE
Spinoliella puellae,Calliopsis puellae,FALSE
Stelis crassiceps,Stelis lateralis,FALSE
Stelis depressa,Stelis interrupta,FALSE
Stelis floridana,Stelis louisae,FALSE
Stelis franciscana,Stelis calliphorina,FALSE
Stelis maculata,Stelis lateralis,FALSE
Stelis michiganensis,Stelis foederalis,FALSE
Stelis rubi,Stelis monticola,FALSE
Stelis subglauca,Stelis foederalis,FALSE
Stelis vernalis,Stelis coarctatus,FALSE
Synhalonia bakeri,Eucera bakeri,FALSE
Synhalonia cordleyi,Eucera cordleyi,FALSE
Synhalonia cressoniana,Tetraloniella cressoniana,FALSE
Tetralonia poetica,Eucera cordleyi,FALSE
Tetraloniella arizonica,Eucera arizonica,FALSE
Trachandrena albofoveata,Andrena imitatrix,FALSE
Trachandrena amphibola,Andrena amphibola,FALSE
Trachandrena auricauda,Andrena salicifloris,FALSE
Trachandrena cleodora,Andrena cleodora,FALSE
Trachandrena fuscicauda,Andrena fuscicauda,FALSE
Trachandrena hadra,Andrena amphibola,FALSE
Trachandrena indotata,Andrena forbesii,FALSE
Trachandrena limarea,Andrena amphibola,FALSE
Trachandrena ochreopleura,Andrena cupreotincta,FALSE
Trachandrena perdensa,Andrena amphibola,FALSE
Triepeolus agaricifer,Epeolus flavofasciatus,FALSE
Triepeolus alpestris,Triepeolus paenepectoralis,FALSE
Triepeolus amandus,Triepeolus paenepectoralis,FALSE
Triepeolus banksi,Epeolus banksi,FALSE
Triepeolus brunneus,Triepeolus balteatus,FALSE
Triepeolus cirsianus,Triepeolus donatus,FALSE
Triepeolus coquilletti,Triepeolus helianthi,FALSE
Triepeolus dichropus,Triepeolus texanus,FALSE
Triepeolus eldredi,Triepeolus texanus,FALSE
Triepeolus fortis,Triepeolus martini,FALSE
Triepeolus gabrielis,Epeolus compactus,FALSE
Triepeolus insolitus,Triepeolus martini,FALSE
Triepeolus junctus,Triepeolus rhododontus,FALSE
Triepeolus lestes,Triepeolus subalpinus,FALSE
Triepeolus lineatulus,Triepeolus helianthi,FALSE
Triepeolus loganensis,Triepeolus fraserae,FALSE
Triepeolus maculiventris,Triepeolus helianthi,FALSE
Triepeolus mesillae,Triepeolus distinctus,FALSE
Triepeolus perelegans,Triepeolus penicilliferus,FALSE
Triepeolus pimarum,Triepeolus distinctus,FALSE
Triepeolus rectangularis,Triepeolus texanus,FALSE
Triepeolus sandhousae,Triepeolus fraserae,FALSE
Triepeolus trichopygus,Triepeolus penicilliferus,FALSE
Triepeolus trilobatus,Triepeolus martini,FALSE
Triepeolus vandykei,Triepeolus paenepectoralis,FALSE
Triepeolus wyomingensis,Triepeolus texanus,FALSE
Xenoglossa howardi,Peponapis pruinosa,FALSE
Xenoglossa utahensis,Peponapis utahensis,FALSE
Xenoglossodes helianthorum,Tetraloniella helianthorum,FALSE
Xenoglossodes imitatrix,Tetraloniella imitatrix,FALSE
Xerophasma bequaerti,Perdita bequaertiana,FALSE
Xylocopa arizonensis,Xylocopa californica,FALSE
Xylocopa libocedri,Xylocopa californica,FALSE
Xylocopa purpurea,Xylocopa micans,FALSE
Xylocopa texana,Xylocopa virginica,FALSE
Xylocopa varipuncta,Xylocopa sonorina,FALSE
Zacesta rufipes,Hesperapis rufipes,FALSE
Halictus ornatipes,Halictus ligatus,FALSE
Halictus townsendi,Halictus ligatus,FALSE
Panurgus fimbriatus,Dufourea fimbriata,FALSE
Panurgus halictulus,Dufourea marginata,FALSE
Panurgus marginatus,Dufourea marginata,FALSE
Panurgus maurus,Dufourea maura,FALSE
Phileremus productus,Dioxys productus,FALSE
Bombus pleuralis,Bombus flavifrons,FALSE
Holcopasites calliopsidis,Holcopasites calliopsidis,FALSE
Agapanthinus callophilus,Agapanthinus callophilus,FALSE
Agapostemon angelicus,Agapostemon angelicus,FALSE
Agapostemon coloradinus,Agapostemon coloradinus,FALSE
Agapostemon femoratus,Agapostemon femoratus,FALSE
Agapostemon melliventris,Agapostemon melliventris,FALSE
Agapostemon nasutus,Agapostemon nasutus,FALSE
Agapostemon obliquus,Agapostemon obliquus,FALSE
Agapostemon sericeus,Agapostemon sericeus,FALSE
Agapostemon splendens,Agapostemon splendens,FALSE
Agapostemon texanus,Agapostemon texanus,FALSE
Agapostemon tyleri,Agapostemon tyleri,FALSE
Agapostemon virescens,Agapostemon virescens,FALSE
Ancylandrena koebelei,Ancylandrena koebelei,FALSE
Ancylandrena larreae,Ancylandrena larreae,FALSE
Ancylandrena rozeni,Ancylandrena rozeni,FALSE
Ancylandrena timberlakei,Ancylandrena timberlakei,FALSE
Ancyloscelis apiformis,Ancyloscelis apiformis,FALSE
Ancyloscelis sejunctus,Ancyloscelis sejunctus,FALSE
Andrena ablegata,Andrena ablegata,FALSE
Andrena accepta,Andrena accepta,FALSE
Andrena aculeata,Andrena aculeata,FALSE
Andrena afimbriata,Andrena afimbriata,FALSE
Andrena agoseridis,Andrena agoseridis,FALSE
Andrena alamonis,Andrena alamonis,FALSE
Andrena algida,Andrena algida,FALSE
Andrena aliciae,Andrena aliciae,FALSE
Andrena aliciarum,Andrena aliciarum,FALSE
Andrena alleghaniensis,Andrena alleghaniensis,FALSE
Andrena amphibola,Andrena amphibola,FALSE
Andrena anatolis,Andrena anatolis,FALSE
Andrena andrenoides,Andrena andrenoides,FALSE
Andrena angustella,Andrena angustella,FALSE
Andrena angusticrus,Andrena angusticrus,FALSE
Andrena angustitarsata,Andrena angustitarsata,FALSE
Andrena anisochlora,Andrena anisochlora,FALSE
Andrena annectens,Andrena annectens,FALSE
Andrena anograe,Andrena anograe,FALSE
Andrena apacheorum,Andrena apacheorum,FALSE
Andrena apasta,Andrena apasta,FALSE
Andrena aquila,Andrena aquila,FALSE
Andrena arabis,Andrena arabis,FALSE
Andrena arctostaphylae,Andrena arctostaphylae,FALSE
Andrena ardis,Andrena ardis,FALSE
Andrena arenicola,Andrena arenicola,FALSE
Andrena argemonis,Andrena argemonis,FALSE
Andrena asteris,Andrena asteris,FALSE
Andrena asteroides,Andrena asteroides,FALSE
Andrena astragali,Andrena astragali,FALSE
Andrena atlantica,Andrena atlantica,FALSE
Andrena atypica,Andrena atypica,FALSE
Andrena auricoma,Andrena auricoma,FALSE
Andrena aurihirta,Andrena aurihirta,FALSE
Andrena auripes,Andrena auripes,FALSE
Andrena avulsa,Andrena avulsa,FALSE
Andrena baeriae,Andrena baeriae,FALSE
Andrena balsamorhizae,Andrena balsamorhizae,FALSE
Andrena banksi,Andrena banksi,FALSE
Andrena barbara,Andrena barbara,FALSE
Andrena barberi,Andrena barberi,FALSE
Andrena barbilabris,Andrena barbilabris,FALSE
Andrena beameri,Andrena beameri,FALSE
Andrena bendensis,Andrena bendensis,FALSE
Andrena berberidis,Andrena berberidis,FALSE
Andrena berkeleyi,Andrena berkeleyi,FALSE
Andrena bernardina,Andrena bernardina,FALSE
Andrena biareola,Andrena biareola,FALSE
Andrena birtwelli,Andrena birtwelli,FALSE
Andrena bisalicis,Andrena bisalicis,FALSE
Andrena biscutellata,Andrena biscutellata,FALSE
Andrena blaisdelli,Andrena blaisdelli,FALSE
Andrena blennospermatis,Andrena blennospermatis,FALSE
Andrena bocensis,Andrena bocensis,FALSE
Andrena boronensis,Andrena boronensis,FALSE
Andrena braccata,Andrena braccata,FALSE
Andrena bradleyi,Andrena bradleyi,FALSE
Andrena brevicornis,Andrena brevicornis,FALSE
Andrena brevipalpis,Andrena brevipalpis,FALSE
Andrena brooksi,Andrena brooksi,FALSE
Andrena bruneri,Andrena bruneri,FALSE
Andrena buccata,Andrena buccata,FALSE
Andrena bucculenta,Andrena bucculenta,FALSE
Andrena buckelli,Andrena buckelli,FALSE
Andrena bullata,Andrena bullata,FALSE
Andrena caerulea,Andrena caerulea,FALSE
Andrena californiensis,Andrena californiensis,FALSE
Andrena caliginosa,Andrena caliginosa,FALSE
Andrena calvata,Andrena calvata,FALSE
Andrena camissoniae,Andrena camissoniae,FALSE
Andrena canadensis,Andrena canadensis,FALSE
Andrena candida,Andrena candida,FALSE
Andrena candidiformis,Andrena candidiformis,FALSE
Andrena capricornis,Andrena capricornis,FALSE
Andrena carlini,Andrena carlini,FALSE
Andrena carolina,Andrena carolina,FALSE
Andrena ceanothi,Andrena ceanothi,FALSE
Andrena ceanothifloris,Andrena ceanothifloris,FALSE
Andrena cerasifolii,Andrena cerasifolii,FALSE
Andrena cercocarpi,Andrena cercocarpi,FALSE
Andrena cerebrata,Andrena cerebrata,FALSE
Andrena chalybaea,Andrena chalybaea,FALSE
Andrena chalybioides,Andrena chalybioides,FALSE
Andrena chaparralensis,Andrena chaparralensis,FALSE
Andrena chapmanae,Andrena chapmanae,FALSE
Andrena cheyennorum,Andrena cheyennorum,FALSE
Andrena chlorogaster,Andrena chlorogaster,FALSE
Andrena chlorosoma,Andrena chlorosoma,FALSE
Andrena chlorura,Andrena chlorura,FALSE
Andrena chromotricha,Andrena chromotricha,FALSE
Andrena chylismiae,Andrena chylismiae,FALSE
Andrena citrinihirta,Andrena citrinihirta,FALSE
Andrena clarkella,Andrena clarkella,FALSE
Andrena cleodora,Andrena cleodora,FALSE
Andrena coactipostica,Andrena coactipostica,FALSE
Andrena coconina,Andrena coconina,FALSE
Andrena colletina,Andrena colletina,FALSE
Andrena columbiana,Andrena columbiana,FALSE
Andrena commoda,Andrena commoda,FALSE
Andrena compositarum,Andrena compositarum,FALSE
Andrena concinnula,Andrena concinnula,FALSE
Andrena confederata,Andrena confederata,FALSE
Andrena congrua,Andrena congrua,FALSE
Andrena coracina,Andrena coracina,FALSE
Andrena cornelli,Andrena cornelli,FALSE
Andrena coruscata,Andrena coruscata,FALSE
Andrena costillensis,Andrena costillensis,FALSE
Andrena cragini,Andrena cragini,FALSE
Andrena crataegi,Andrena crataegi,FALSE
Andrena crawfordi,Andrena crawfordi,FALSE
Andrena cressonii,Andrena cressonii,FALSE
Andrena crinita,Andrena crinita,FALSE
Andrena cristata,Andrena cristata,FALSE
Andrena cruciferarum,Andrena cruciferarum,FALSE
Andrena crudeni,Andrena crudeni,FALSE
Andrena cryptanthae,Andrena cryptanthae,FALSE
Andrena cuneilabris,Andrena cuneilabris,FALSE
Andrena cupreotincta,Andrena cupreotincta,FALSE
Andrena cyanophila,Andrena cyanophila,FALSE
Andrena cyanosoma,Andrena cyanosoma,FALSE
Andrena cymatilis,Andrena cymatilis,FALSE
Andrena daeckei,Andrena daeckei,FALSE
Andrena dapsilis,Andrena dapsilis,FALSE
Andrena declinis,Andrena declinis,FALSE
Andrena decolorata,Andrena decolorata,FALSE
Andrena deserticola,Andrena deserticola,FALSE
Andrena dimorpha,Andrena dimorpha,FALSE
Andrena dissimulans,Andrena dissimulans,FALSE
Andrena dissona,Andrena dissona,FALSE
Andrena distans,Andrena distans,FALSE
Andrena dolomellea,Andrena dolomellea,FALSE
Andrena duboisi,Andrena duboisi,FALSE
Andrena dunningi,Andrena dunningi,FALSE
Andrena duplicata,Andrena duplicata,FALSE
Andrena durangoensis,Andrena durangoensis,FALSE
Andrena edwardsi,Andrena edwardsi,FALSE
Andrena ellisiae,Andrena ellisiae,FALSE
Andrena eothina,Andrena eothina,FALSE
Andrena eremophila,Andrena eremophila,FALSE
Andrena erigeniae,Andrena erigeniae,FALSE
Andrena erythrogaster,Andrena erythrogaster,FALSE
Andrena erythronii,Andrena erythronii,FALSE
Andrena escondida,Andrena escondida,FALSE
Andrena evoluta,Andrena evoluta,FALSE
Andrena faceta,Andrena faceta,FALSE
Andrena fenningeri,Andrena fenningeri,FALSE
Andrena ferrugineipes,Andrena ferrugineipes,FALSE
Andrena flaminea,Andrena flaminea,FALSE
Andrena flandersi,Andrena flandersi,FALSE
Andrena flexa,Andrena flexa,FALSE
Andrena flocculosa,Andrena flocculosa,FALSE
Andrena forbesii,Andrena forbesii,FALSE
Andrena foxii,Andrena foxii,FALSE
Andrena fracta,Andrena fracta,FALSE
Andrena fragilis,Andrena fragilis,FALSE
Andrena frigida,Andrena frigida,FALSE
Andrena fulgida,Andrena fulgida,FALSE
Andrena fulvipennis,Andrena fulvipennis,FALSE
Andrena furva,Andrena furva,FALSE
Andrena fuscicauda,Andrena fuscicauda,FALSE
Andrena gardineri,Andrena gardineri,FALSE
Andrena geranii,Andrena geranii,FALSE
Andrena gibberis,Andrena gibberis,FALSE
Andrena gnaphalii,Andrena gnaphalii,FALSE
Andrena gordoni,Andrena gordoni,FALSE
Andrena grindeliae,Andrena grindeliae,FALSE
Andrena hallii,Andrena hallii,FALSE
Andrena hamulata,Andrena hamulata,FALSE
Andrena hastulata,Andrena hastulata,FALSE
Andrena haynesi,Andrena haynesi,FALSE
Andrena helianthi,Andrena helianthi,FALSE
Andrena helianthiformis,Andrena helianthiformis,FALSE
Andrena hemileuca,Andrena hemileuca,FALSE
Andrena heraclei,Andrena heraclei,FALSE
Andrena hermosa,Andrena hermosa,FALSE
Andrena hicksi,Andrena hicksi,FALSE
Andrena hilaris,Andrena hilaris,FALSE
Andrena hippotes,Andrena hippotes,FALSE
Andrena hirticincta,Andrena hirticincta,FALSE
Andrena hurdi,Andrena hurdi,FALSE
Andrena hypoleuca,Andrena hypoleuca,FALSE
Andrena ignota,Andrena ignota,FALSE
Andrena ilicis,Andrena ilicis,FALSE
Andrena illini,Andrena illini,FALSE
Andrena illinoiensis,Andrena illinoiensis,FALSE
Andrena illustris,Andrena illustris,FALSE
Andrena imitatrix,Andrena imitatrix,FALSE
Andrena impolita,Andrena impolita,FALSE
Andrena inclinata,Andrena inclinata,FALSE
Andrena integra,Andrena integra,FALSE
Andrena irrasus,Andrena irrasus,FALSE
Andrena ishii,Andrena ishii,FALSE
Andrena isocomae,Andrena isocomae,FALSE
Andrena jessicae,Andrena jessicae,FALSE
Andrena kaibabensis,Andrena kaibabensis,FALSE
Andrena kalmiae,Andrena kalmiae,FALSE
Andrena knuthiana,Andrena knuthiana,FALSE
Andrena krigiana,Andrena krigiana,FALSE
Andrena kristina,Andrena kristina,FALSE
Andrena labergei,Andrena labergei,FALSE
Andrena lamelliterga,Andrena lamelliterga,FALSE
Andrena laminibucca,Andrena laminibucca,FALSE
Andrena lanhami,Andrena lanhami,FALSE
Andrena latifrons,Andrena latifrons,FALSE
Andrena lativentris,Andrena lativentris,FALSE
Andrena lauta,Andrena lauta,FALSE
Andrena lawrencei,Andrena lawrencei,FALSE
Andrena layiae,Andrena layiae,FALSE
Andrena lepidii,Andrena lepidii,FALSE
Andrena leucomystax,Andrena leucomystax,FALSE
Andrena levipes,Andrena levipes,FALSE
Andrena lewisorum,Andrena lewisorum,FALSE
Andrena linsleyana,Andrena linsleyana,FALSE
Andrena linsleyi,Andrena linsleyi,FALSE
Andrena livida,Andrena livida,FALSE
Andrena lomatii,Andrena lomatii,FALSE
Andrena longifovea,Andrena longifovea,FALSE
Andrena lupinorum,Andrena lupinorum,FALSE
Andrena luteihirta,Andrena luteihirta,FALSE
Andrena mackieae,Andrena mackieae,FALSE
Andrena macoupinensis,Andrena macoupinensis,FALSE
Andrena macra,Andrena macra,FALSE
Andrena macswaini,Andrena macswaini,FALSE
Andrena malacothricidis,Andrena malacothricidis,FALSE
Andrena mandibularis,Andrena mandibularis,FALSE
Andrena mariae,Andrena mariae,FALSE
Andrena medionitens,Andrena medionitens,FALSE
Andrena melanochroa,Andrena melanochroa,FALSE
Andrena mellea,Andrena mellea,FALSE
Andrena melliventris,Andrena melliventris,FALSE
Andrena mendica,Andrena mendica,FALSE
Andrena mentzeliae,Andrena mentzeliae,FALSE
Andrena merriami,Andrena merriami,FALSE
Andrena mesillae,Andrena mesillae,FALSE
Andrena mesoleuca,Andrena mesoleuca,FALSE
Andrena micheneri,Andrena micheneri,FALSE
Andrena micheneriana,Andrena micheneriana,FALSE
Andrena micheneriella,Andrena micheneriella,FALSE
Andrena microchlora,Andrena microchlora,FALSE
Andrena milwaukeensis,Andrena milwaukeensis,FALSE
Andrena miniata,Andrena miniata,FALSE
Andrena miranda,Andrena miranda,FALSE
Andrena misella,Andrena misella,FALSE
Andrena miserabilis,Andrena miserabilis,FALSE
Andrena mohavensis,Andrena mohavensis,FALSE
Andrena mojavensis,Andrena mojavensis,FALSE
Andrena monilicornis,Andrena monilicornis,FALSE
Andrena monoensis,Andrena monoensis,FALSE
Andrena monogonoparia,Andrena monogonoparia,FALSE
Andrena monticola,Andrena monticola,FALSE
Andrena moquiorum,Andrena moquiorum,FALSE
Andrena morrisonella,Andrena morrisonella,FALSE
Andrena murietae,Andrena murietae,FALSE
Andrena nasonii,Andrena nasonii,FALSE
Andrena nemophilae,Andrena nemophilae,FALSE
Andrena neomexicana,Andrena neomexicana,FALSE
Andrena neonana,Andrena neonana,FALSE
Andrena nevadensis,Andrena nevadensis,FALSE
Andrena nida,Andrena nida,FALSE
Andrena nigerrima,Andrena nigerrima,FALSE
Andrena nigra,Andrena nigra,FALSE
Andrena nigrae,Andrena nigrae,FALSE
Andrena nigricula,Andrena nigricula,FALSE
Andrena nigrihirta,Andrena nigrihirta,FALSE
Andrena nigripes,Andrena nigripes,FALSE
Andrena nigrocaerulea,Andrena nigrocaerulea,FALSE
Andrena nigroclypeata,Andrena nigroclypeata,FALSE
Andrena nivalis,Andrena nivalis,FALSE
Andrena nothocalaidis,Andrena nothocalaidis,FALSE
Andrena nothoscordi,Andrena nothoscordi,FALSE
Andrena nubecula,Andrena nubecula,FALSE
Andrena nuda,Andrena nuda,FALSE
Andrena obscuripennis,Andrena obscuripennis,FALSE
Andrena obscuripostica,Andrena obscuripostica,FALSE
Andrena oenotherae,Andrena oenotherae,FALSE
Andrena ofella,Andrena ofella,FALSE
Andrena olivacea,Andrena olivacea,FALSE
Andrena omninigra,Andrena omninigra,FALSE
Andrena orthocarpi,Andrena orthocarpi,FALSE
Andrena osmioides,Andrena osmioides,FALSE
Andrena pallidifovea,Andrena pallidifovea,FALSE
Andrena pallidiscopa,Andrena pallidiscopa,FALSE
Andrena palpalis,Andrena palpalis,FALSE
Andrena papagorum,Andrena papagorum,FALSE
Andrena parachalybea,Andrena parachalybea,FALSE
Andrena parnassiae,Andrena parnassiae,FALSE
Andrena patagiata,Andrena patagiata,FALSE
Andrena peckhami,Andrena peckhami,FALSE
Andrena pecosana,Andrena pecosana,FALSE
Andrena pectidis,Andrena pectidis,FALSE
Andrena pectilis,Andrena pectilis,FALSE
Andrena penemisella,Andrena penemisella,FALSE
Andrena pensilis,Andrena pensilis,FALSE
Andrena penutiani,Andrena penutiani,FALSE
Andrena perarmata,Andrena perarmata,FALSE
Andrena perimelas,Andrena perimelas,FALSE
Andrena perplexa,Andrena perplexa,FALSE
Andrena perpunctata,Andrena perpunctata,FALSE
Andrena persimulata,Andrena persimulata,FALSE
Andrena personata,Andrena personata,FALSE
Andrena pertristis,Andrena pertristis,FALSE
Andrena phaceliae,Andrena phaceliae,FALSE
Andrena piperi,Andrena piperi,FALSE
Andrena placata,Andrena placata,FALSE
Andrena plana,Andrena plana,FALSE
Andrena platyparia,Andrena platyparia,FALSE
Andrena platyrhina,Andrena platyrhina,FALSE
Andrena plebeia,Andrena plebeia,FALSE
Andrena plumiscopa,Andrena plumiscopa,FALSE
Andrena polemonii,Andrena polemonii,FALSE
Andrena porterae,Andrena porterae,FALSE
Andrena prima,Andrena prima,FALSE
Andrena primulifrons,Andrena primulifrons,FALSE
Andrena principalis,Andrena principalis,FALSE
Andrena prolixa,Andrena prolixa,FALSE
Andrena pruni,Andrena pruni,FALSE
Andrena prunorum,Andrena prunorum,FALSE
Andrena pulverea,Andrena pulverea,FALSE
Andrena puthua,Andrena puthua,FALSE
Andrena quadrilimbata,Andrena quadrilimbata,FALSE
Andrena quercina,Andrena quercina,FALSE
Andrena quintiliformis,Andrena quintiliformis,FALSE
Andrena quintilis,Andrena quintilis,FALSE
Andrena ramaleyi,Andrena ramaleyi,FALSE
Andrena raveni,Andrena raveni,FALSE
Andrena reflexa,Andrena reflexa,FALSE
Andrena regularis,Andrena regularis,FALSE
Andrena rehni,Andrena rehni,FALSE
Andrena ribblei,Andrena ribblei,FALSE
Andrena robertsonii,Andrena robertsonii,FALSE
Andrena robervalensis,Andrena robervalensis,FALSE
Andrena robinsoni,Andrena robinsoni,FALSE
Andrena rozeni,Andrena rozeni,FALSE
Andrena rubi,Andrena rubi,FALSE
Andrena rubrotincta,Andrena rubrotincta,FALSE
Andrena rudbeckiae,Andrena rudbeckiae,FALSE
Andrena rufosignata,Andrena rufosignata,FALSE
Andrena rugosa,Andrena rugosa,FALSE
Andrena runcinatae,Andrena runcinatae,FALSE
Andrena saccata,Andrena saccata,FALSE
Andrena sagittagalea,Andrena sagittagalea,FALSE
Andrena salicifloris,Andrena salicifloris,FALSE
Andrena salictaria,Andrena salictaria,FALSE
Andrena santaclarae,Andrena santaclarae,FALSE
Andrena sayi,Andrena sayi,FALSE
Andrena schuhi,Andrena schuhi,FALSE
Andrena scotoptera,Andrena scotoptera,FALSE
Andrena scurra,Andrena scurra,FALSE
Andrena scutellinitens,Andrena scutellinitens,FALSE
Andrena segregans,Andrena segregans,FALSE
Andrena semipunctata,Andrena semipunctata,FALSE
Andrena senticulosa,Andrena senticulosa,FALSE
Andrena shoshoni,Andrena shoshoni,FALSE
Andrena siccata,Andrena siccata,FALSE
Andrena sigmundi,Andrena sigmundi,FALSE
Andrena simplex,Andrena simplex,FALSE
Andrena simulata,Andrena simulata,FALSE
Andrena sitiliae,Andrena sitiliae,FALSE
Andrena sladeni,Andrena sladeni,FALSE
Andrena sola,Andrena sola,FALSE
Andrena sonorensis,Andrena sonorensis,FALSE
Andrena specularia,Andrena specularia,FALSE
Andrena sperryi,Andrena sperryi,FALSE
Andrena sphaeralceae,Andrena sphaeralceae,FALSE
Andrena spiraeana,Andrena spiraeana,FALSE
Andrena stagei,Andrena stagei,FALSE
Andrena stipator,Andrena stipator,FALSE
Andrena striatifrons,Andrena striatifrons,FALSE
Andrena suavis,Andrena suavis,FALSE
Andrena subapasta,Andrena subapasta,FALSE
Andrena subaustralis,Andrena subaustralis,FALSE
Andrena subchalybea,Andrena subchalybea,FALSE
Andrena subdepressa,Andrena subdepressa,FALSE
Andrena sublayiae,Andrena sublayiae,FALSE
Andrena submaura,Andrena submaura,FALSE
Andrena submoesta,Andrena submoesta,FALSE
Andrena subnigripes,Andrena subnigripes,FALSE
Andrena subrubicunda,Andrena subrubicunda,FALSE
Andrena subtilis,Andrena subtilis,FALSE
Andrena subtrita,Andrena subtrita,FALSE
Andrena sulcata,Andrena sulcata,FALSE
Andrena surda,Andrena surda,FALSE
Andrena taeniata,Andrena taeniata,FALSE
Andrena tegularis,Andrena tegularis,FALSE
Andrena texana,Andrena texana,FALSE
Andrena thaspii,Andrena thaspii,FALSE
Andrena tildeni,Andrena tildeni,FALSE
Andrena timberlakei,Andrena timberlakei,FALSE
Andrena tonkaworum,Andrena tonkaworum,FALSE
Andrena topazana,Andrena topazana,FALSE
Andrena torulosa,Andrena torulosa,FALSE
Andrena transnigra,Andrena transnigra,FALSE
Andrena trapezoidea,Andrena trapezoidea,FALSE
Andrena trevoris,Andrena trevoris,FALSE
Andrena tridens,Andrena tridens,FALSE
Andrena trimaculata,Andrena trimaculata,FALSE
Andrena triquestra,Andrena triquestra,FALSE
Andrena trizonata,Andrena trizonata,FALSE
Andrena unicostata,Andrena unicostata,FALSE
Andrena utahensis,Andrena utahensis,FALSE
Andrena uvulariae,Andrena uvulariae,FALSE
Andrena vanduzeei,Andrena vanduzeei,FALSE
Andrena vandykei,Andrena vandykei,FALSE
Andrena venata,Andrena venata,FALSE
Andrena verbesinae,Andrena verbesinae,FALSE
Andrena verecunda,Andrena verecunda,FALSE
Andrena vespertina,Andrena vespertina,FALSE
Andrena vicina,Andrena vicina,FALSE
Andrena vicinoides,Andrena vicinoides,FALSE
Andrena vierecki,Andrena vierecki,FALSE
