bee_genus,eigen1,eigen2,bee_family,Tetraloniella,Florilegus,Simanthedon,Ericrocis,Epeoloides,Leiopodus,Nomada,Hexepeolus,Biastes,Townsendiella,Neolarra,Brachynomada,Syntrichalonia,Triopasites,Paranomada,Epeolus,Triepeolus,Cemolobus,Holcopasites,Oreopasites,Zacosmia,Melecta,Anthophora,Habropoda,Trachusa,Paranthidium,Lithurgopsis,Anthidiellum,Dianthidium,Stelis,Anthidium,Megachile,Coelioxys,Chelostoma,Protosmia,Heriades,Hoplitis,Atoposmia,Ashmeadiella,Osmia,Dioxys,Hesperapis,Macropis,Melitta,Caupolicana,Zikanapis,Ptiloglossa,Eulonchopria,Colletes,Hylaeus,Dieunomia,Nomia,Pseudaugochlora,Agapostemon,Sphecodes,Micralictoides,Halictus,Lasioglossum,Augochloropsis,Augochlora,Augochlorella,Conanthalictus,Xeralictus,Protodufourea,Dufourea,Sphecodosoma,Protoxaea,Calliopsis,Mesoxaea,Panurginus,Perdita,Macrotera,Ancylandrena,Pseudopanurgus,Protandrena,Megandrena,Andrena,Plebeia,Bombus,Centris,Ceratina,Xylocopa,Ancyloscelis,Exomalopsis,Anthophorula,Brachymelecta,Melitoma,Ptilothrix,Diadasia,Melissoptila,Martinapis,Svastra,Melissodes,Gaesischia,Peponapis,Xenoglossa,Eucera
Trachusa,0.018246104039900034,0.22849100783483922,Megachilidae,0.39169720603177444,0.4026408038725979,0.08408677493595149,0.44202708350405145,0.397996968101763,0.4793624776691905,0.40686187396586787,0.36694727690265455,0.3792859934967216,0.3629101992735122,0.3745375955269406,0.458294887034519,0.08408677493595154,0.45015547919486404,0.4716153339403673,0.42034083086251844,0.4160130627228798,0.08408677493595149,0.41948242106011213,0.4202288967189802,0.4158221412641719,0.40844797564232027,0.37355754525488155,0.3573996750859199,0,0.10840669187394109,-0.2613441330970356,0.11966442396551714,0.12099563431229203,0.11627721070080509,0.1338607698748099,0.21099036567326873,0.2323073323179411,0.17631970613376763,0.22447093055712725,0.22180000293649718,0.22378686491403993,0.21478717713736792,0.22933121001920614,0.2469863664301727,0.236039636449554,0.4214206344961726,0.36864356579223007,0.3912975708531362,0.4074335210494629,0.4216553194182071,0.4346927421003016,0.38792183294477095,0.43401702246813917,0.4273061595469617,0.4228226727294596,0.43286179717023476,0.02310696003491186,0.45390152761005986,0.4399141020446285,0.02310696003491186,0.46374467897642124,0.47022153604975514,0.42540733875452513,0.45479542855544086,0.42791940868361383,0.3919057511380965,0.3576152552496128,0.34754631140108305,0.44651619034108336,0.36726790496800676,0.38330249312535797,0.4031568583655971,0.023106960034911805,0.4198219478734099,0.4802475398162306,0.48335632089248537,0.023106960034911805,0.44117231704446636,0.44689639519600005,0.3954581259445503,0.4127261077095623,0.438196226230917,0.39141576777301307,0.3545333838858615,0.45976392713265934,0.38253730079351767,0.3932970944648436,0.4066071203698719,0.36469275364336,0.18488214739304432,0.39468489152738623,0.40438300687607476,0.3900464425095836,0.40747631166000686,0.39887779684008196,0.39877936499487315,0.4081622037660439,0.3892924861731242,0.39206388909138773,0.3932317945928466,0.3892924861731242
Paranthidium,0.018151141068319242,0.23700796055530793,Megachilidae,0.3941622208065866,0.40510581864741,0.08655178971076363,0.4444920982788636,0.40046198287657514,0.48182749244400264,0.40932688874068,0.3694122916774667,0.38175100827153374,0.36537521404832435,0.37700261030175275,0.46075990180933113,0.08655178971076369,0.4526204939696762,0.47408034871517946,0.4228058456373306,0.41847807749769195,0.08655178971076363,0.4219474358349243,0.4226939114937924,0.41828715603898403,0.4109129904171324,0.3760225600296937,0.35986468986073206,0.10840669187394109,0,-0.3482105363408377,0.032798020721715,0.034129231068489876,0.066437132037061,0.11078278345290325,0.21345538044808088,0.23477234709275324,0.17878472090857978,0.2269359453319394,0.22426501771130933,0.22625187968885208,0.21725219191218006,0.2317962247940183,0.24945138120498483,0.23850465122436612,0.4238856492709848,0.3711085805670422,0.3937625856279483,0.40989853582427505,0.42412033419301925,0.4371577568751137,0.3903868477195831,0.4364820372429513,0.4297711743217739,0.4252876875042717,0.43532681194504685,0.025571974809723952,0.45636654238487195,0.4423791168194406,0.025571974809723952,0.46620969375123333,0.47268655082456723,0.4278723535293372,0.45726044333025295,0.4303844234584259,0.3943707659129086,0.3600802700244249,0.35001132617589514,0.44898120511589545,0.36973291974281886,0.3857675079001701,0.4056218731404092,0.025571974809723952,0.422286962648222,0.48271255459104273,0.4858213356672975,0.025571974809723952,0.4436373318192785,0.4493614099708122,0.39792314071936247,0.4151911224843744,0.4406612410057292,0.39388078254782527,0.3569983986606737,0.46222894190747155,0.38500231556832987,0.3957621092396558,0.409072135144684,0.36715776841817216,0.18734716216785646,0.3971499063021984,0.4068480216508869,0.39251145728439574,0.409941326434819,0.4013428116148941,0.4012443797696853,0.41062721854085604,0.3917575009479363,0.3945289038661999,0.3956968093676587,0.3917575009479363
Lithurgopsis,0.020008515818373356,-0.08500253614002454,Megachilidae,0.024411395835609917,0.035354993676433355,-0.28319903526021306,0.07474127330788694,0.030711157905598474,0.11207666747302597,0.03957606376970335,-3.385332935099683e-4,0.012000183300557077,-0.004375610922652318,0.007251785330776084,0.09100907683835446,-0.283199035260213,0.08286966899869952,0.10432952374420279,0.053055020666353925,0.04872725252671528,-0.28319903526021306,0.05219661086394761,0.05294308652281571,0.048536331068007366,0.04116216544615575,0.006271735058717032,-0.00988613511024461,-0.2613441330970356,-0.3482105363408377,0,-0.3762207916834596,-0.3748895813366847,-0.3033136929339157,-0.2589680415180734,-0.1562954445228958,-0.13497847787822342,-0.1909661040623969,-0.14281487963903727,-0.14548580725966734,-0.1434989452821246,-0.1524986330587966,-0.13795460017695838,-0.12029944376599183,-0.13124617374661052,0.054134824300008114,0.0013577555960655463,0.024011760656971665,0.04014771085329838,0.05436950922204259,0.06740693190413705,0.020636022748606445,0.06673121227197468,0.06002034935079725,0.05553686253329511,0.06557598697407022,-0.3441788501612527,0.0866157174138953,0.07262829184846395,-0.34417885016125266,0.09645886878025674,0.10293572585359065,0.058121528558360586,0.08750961835927634,0.06063359848744931,0.024619940941931963,-0.009670554946551727,-0.019739498795081488,0.07923038014491889,-1.7905228157748254e-5,0.016016682929193518,0.03587104816943262,-0.34417885016125266,0.05253613767724542,0.11296172962006615,0.11607051069632093,-0.3441788501612526,0.07388650684830193,0.07961058499983562,0.02817231574838583,0.0454402975133978,0.07091041603475245,0.024129957576848535,-0.01275242631030303,0.09247811693649488,0.015251490597353187,0.026011284268679158,0.03932131017370737,-0.002593056552804486,-0.18240366280312018,0.027399081331221736,0.03709719667991027,0.022760632313419057,0.04019050146384233,0.03159198664391742,0.031493554798708655,0.04087639356987942,0.022006675976959655,0.024778078895223207,0.025945984396682057,0.022006675976959655
Anthidiellum,0.018023305244253208,0.24744397462070564,Megachilidae,0.40541995289816263,0.41636355073898607,0.09780952180233968,0.45574983037043965,0.4117197149681512,0.4930852245355787,0.42058462083225606,0.38067002376904274,0.3930087403631098,0.3766329461399004,0.3882603423933288,0.4720176339009072,0.09780952180233973,0.46387822606125223,0.4853380808067555,0.43406357772890664,0.429735809589268,0.09780952180233968,0.4332051679265003,0.4339516435853684,0.4295448881305601,0.42217072250870846,0.38728029212126974,0.3711224219523081,0.11966442396551714,0.032798020721715,-0.3762207916834596,0,0.006118975725867998,0.07769486412863705,0.12204051554447931,0.22471311253965692,0.2460300791843293,0.19004245300015582,0.23819367742351544,0.23552274980288537,0.23750961178042812,0.2285099240037561,0.24305395688559434,0.2607091132965609,0.2497623833159422,0.4351433813625608,0.38236631265861826,0.4050203177195244,0.42115626791585115,0.43537806628459536,0.4484154889666898,0.4016445798111592,0.4477397693345274,0.44102890641335,0.4365454195958478,0.44658454403662295,0.03682970690130005,0.46762427447644805,0.4536368489110167,0.03682970690130005,0.47746742584280943,0.48394428291614333,0.4391300856209133,0.46851817542182905,0.441642155550002,0.4056284980044847,0.371338002116001,0.36126905826747124,0.46023893720747155,0.38099065183439496,0.39702523999174616,0.4168796052319853,0.0368297069013,0.43354469473979806,0.4939702866826188,0.49707906775887356,0.0368297069013,0.45489506391085455,0.46061914206238824,0.4091808728109385,0.4264488545759505,0.45191897309730517,0.40513851463940126,0.36825613075224967,0.47348667399904754,0.39626004765990586,0.4070198413312318,0.4203298672362601,0.3784155005097482,0.1986048942594325,0.4084076383937744,0.41810575374246295,0.4037691893759718,0.42119905852639505,0.41260054370647015,0.41250211186126134,0.4218849506324321,0.40301523303951237,0.4057866359577759,0.40695454145923476,0.40301523303951237
Dianthidium,0.018029902384008697,0.24853691917285067,Megachilidae,0.40675116324493754,0.417694761085761,0.09914073214911456,0.45708104071721456,0.4130509253149261,0.4944164348823536,0.421915831179031,0.38200123411581766,0.3943399507098847,0.3779641564866753,0.3895915527401037,0.4733488442476821,0.09914073214911462,0.46520943640802714,0.4866692911535304,0.43539478807568155,0.4310670199360429,0.09914073214911456,0.43453637827327524,0.43528285393214333,0.430876098477335,0.4235019328554834,0.38861150246804466,0.372453632299083,0.12099563431229203,0.034129231068489876,-0.3748895813366847,0.006118975725867998,0,0.07902607447541193,0.12337172589125418,0.22604432288643178,0.24736128953110414,0.1913736633469307,0.23952488777029032,0.23685396014966026,0.23884082212720303,0.22984113435053102,0.24438516723236925,0.2620403236433358,0.25109359366271705,0.4364745917093357,0.38369752300539317,0.40635152806629926,0.42248747826262606,0.43670927663137027,0.4497466993134648,0.4029757901579341,0.44907097968130233,0.4423601167601249,0.4378766299426228,0.44791575438339787,0.038160917248074966,0.46895548482322297,0.4549680592577916,0.038160917248074966,0.47879863618958435,0.4852754932629183,0.44046129596768824,0.46984938576860397,0.44297336589677694,0.4069597083512596,0.37266921246277585,0.3626002686142461,0.4615701475542465,0.38232186218116987,0.3983564503385211,0.41821081557876016,0.03816091724807491,0.434875905086573,0.4953014970293937,0.4984102781056485,0.03816091724807491,0.45622627425762946,0.46195035240916316,0.4105120831577134,0.42778006492272536,0.45325018344408,0.4064697249861761,0.3695873410990246,0.4748178843458225,0.39759125800668077,0.4083510516780068,0.42166107758303495,0.3797467108565231,0.19993610460620742,0.40973884874054933,0.41943696408923786,0.4051003997227467,0.42253026887316997,0.41393175405324506,0.41383332220803626,0.423216160979207,0.4043464433862873,0.40711784630455083,0.4082857518060097,0.4043464433862873
Stelis,0.018292332918506495,0.24171784766262638,Megachilidae,0.4020327396334506,0.41297633747427404,0.09442230853762762,0.4523626171057276,0.40833250170343915,0.48969801127086665,0.41719740756754403,0.3772828105043307,0.38962152709839776,0.37324573287518836,0.38487312912861676,0.46863042063619514,0.09442230853762767,0.4604910127965402,0.48195086754204347,0.4306763644641946,0.42634859632455596,0.09442230853762762,0.4298179546617883,0.4305644303206564,0.42615767486584805,0.41878350924399643,0.3838930788565577,0.36773520868759607,0.11627721070080509,0.066437132037061,-0.3033136929339157,0.07769486412863705,0.07902607447541193,0,0.11865330227976724,0.22132589927494484,0.2426428659196172,0.18665523973544376,0.23480646415880338,0.23213553653817331,0.2341223985157161,0.22512271073904408,0.2396667436208823,0.25732190003184885,0.2463751700512301,0.4317561680978488,0.3789790993939062,0.4016331044548124,0.41776905465113906,0.43199085301988327,0.4450282757019778,0.3982573665464471,0.44435255606981533,0.4376416931486379,0.4331582063311358,0.4431973307719109,0.03344249363658802,0.464237061211736,0.45024963564630466,0.03344249363658802,0.4740802125780974,0.4805570696514313,0.4357428723562013,0.465130962157117,0.43825494228529,0.40224128473977266,0.36795078885128896,0.3578818450027592,0.4568517239427595,0.3776034385696829,0.39363802672703413,0.4134923919672733,0.03344249363658797,0.43015748147508603,0.49058307341790675,0.49369185449416153,0.03344249363658797,0.4515078506461425,0.4572319287976762,0.4057936595462265,0.42306164131123847,0.44853175983259314,0.40175130137468923,0.36486891748753764,0.4700994607343355,0.3928728343951938,0.4036326280665198,0.41694265397154806,0.3750282872450362,0.19521768099472048,0.4050204251290624,0.4147185404777509,0.40038197611125975,0.417811845261683,0.4092133304417581,0.4091148985965493,0.41849773736772006,0.39962801977480034,0.4023994226930639,0.40356732819452273,0.39962801977480034
Anthidium,0.018359825414434598,0.2540919751488873,Megachilidae,0.41961629880745543,0.4305598966482789,0.11200586771163244,0.46994617627973245,0.42591606087744394,0.5072815704448714,0.43478096674154887,0.39486636967833555,0.4072050862724026,0.39082929204919314,0.4024566883026216,0.4862139798102,0.1120058677116325,0.47807457197054504,0.4995344267160483,0.44825992363819944,0.4439321554985608,0.11200586771163244,0.4474015138357931,0.44814798949466117,0.4437412340398529,0.4363670684180012,0.40147663803056255,0.3853187678616009,0.1338607698748099,0.11078278345290325,-0.2589680415180734,0.12204051554447931,0.12337172589125418,0.11865330227976724,0,0.23890945844894967,0.26022642509362204,0.2042387989094486,0.25239002333280824,0.24971909571217815,0.2517059576897209,0.24270626991304892,0.25725030279488714,0.2749054592058537,0.26395872922523494,0.44933972727185356,0.396562658567911,0.41921666362881715,0.4353526138251439,0.4495744121938881,0.46261183487598256,0.41584092572045195,0.46193611524382017,0.45522525232264277,0.45074176550514056,0.4607808899459157,0.051026052810592804,0.4818206203857408,0.46783319482030944,0.051026052810592804,0.4916637717521022,0.4981406288254361,0.4533264315302061,0.4827145213311218,0.4558385014592948,0.41982484391377745,0.38553434802529374,0.375465404176764,0.4744352831167643,0.3951869977436877,0.4112215859010389,0.43107595114127806,0.05102605281059275,0.4477410406490908,0.5081666325919115,0.5112754136681663,0.05102605281059275,0.4690914098201473,0.474815487971681,0.42337721872023126,0.44064520048524325,0.4661153190065979,0.419334860548694,0.3824524766615425,0.4876830199083404,0.41045639356919866,0.42121618724052456,0.43452621314555284,0.39261184641904096,0.21280124016872526,0.42260398430306717,0.4323020996517557,0.41796553528526453,0.43539540443568786,0.42679688961576295,0.42669845777055415,0.4360812965417249,0.4172115789488052,0.4199829818670687,0.42115088736852757,0.4172115789488052
Megachile,0.01813303975686116,0.22533387782329617,Megachilidae,0.3984197967983014,0.40936339463912486,0.09080936570247851,0.44874967427057844,0.40471955886829,0.48608506843571747,0.41358446473239485,0.37366986766918153,0.3860085842632486,0.3696327900400392,0.3812601862934676,0.46501747780104596,0.09080936570247856,0.456878069961391,0.4783379247068943,0.4270634216290454,0.4227356534894068,0.09080936570247851,0.4262050118266391,0.4269514874855072,0.42254473203069887,0.41517056640884725,0.38028013602140853,0.3641222658524469,0.21099036567326873,0.21345538044808088,-0.1562954445228958,0.22471311253965692,0.22604432288643178,0.22132589927494484,0.23890945844894967,0,0.0894990382266588,0.16454796846178754,0.21269919288514716,0.2100282652645171,0.21201512724205984,0.20301543946538783,0.21755947234722606,0.2352146287581926,0.242762227216081,0.4281432252626996,0.37536615655875705,0.39802016161966314,0.4141561118159899,0.4283779101847341,0.44141533286682855,0.39464442371129793,0.44073961323466615,0.43402875031348875,0.42954526349598654,0.4395843879367617,0.029829550801438787,0.4606241183765868,0.4466366928111554,0.029829550801438787,0.47046726974294817,0.47694412681628207,0.43212992952105206,0.4615180193219678,0.43464199945014076,0.39862834190462343,0.3643378460161397,0.35426890216761,0.4532387811076103,0.3739904957345337,0.39002508389188495,0.40987944913212404,0.029829550801438787,0.42654453863993685,0.48697013058275757,0.49007891165901235,0.029829550801438787,0.44789490781099334,0.45361898596252703,0.4021807167110773,0.41944869847608923,0.444918816997444,0.3981383585395401,0.3612559746523885,0.4664865178991864,0.3892598915600447,0.40001968523137066,0.4133297111363988,0.371415344409887,0.19160473815957135,0.40140748229391326,0.4111055976426018,0.3967690332761106,0.41419890242653384,0.40560038760660894,0.40550195576140013,0.4148847945325709,0.39601507693965116,0.3987864798579147,0.39995438535937355,0.39601507693965116
Coelioxys,0.018067475730280547,0.2413142677199374,Megachilidae,0.4197367634429738,0.4306803612837972,0.11212633234715087,0.4700666409152508,0.42603652551296234,0.5074020350803898,0.4349014313770672,0.3949868343138539,0.40732555090792094,0.39094975668471155,0.40257715293813995,0.48633444444571833,0.11212633234715093,0.4781950366060634,0.49965489135156665,0.4483803882737178,0.44405262013407915,0.11212633234715087,0.4475219784713115,0.44826845413017957,0.44386169867537123,0.4364875330535196,0.4015971026660809,0.38543923249711926,0.2323073323179411,0.23477234709275324,-0.13497847787822342,0.2460300791843293,0.24736128953110414,0.2426428659196172,0.26022642509362204,0.0894990382266588,0,0.1858649351064599,0.23401615952981952,0.23134523190918946,0.2333320938867322,0.2243324061100602,0.23887643899189842,0.25653159540286496,0.2640791938607534,0.44946019190737196,0.3966831232034294,0.41933712826433556,0.4354730784606623,0.4496948768294065,0.46273229951150097,0.41596139035597035,0.46205657987933857,0.4553457169581612,0.45086223014065896,0.4609013545814341,0.051146517446111206,0.4819410850212592,0.46795365945582784,0.051146517446111206,0.4917842363876206,0.4982610934609545,0.4534468961657245,0.4828349859666402,0.4559589660948132,0.41994530854929585,0.38565481266081214,0.3755858688122824,0.4745557477522827,0.3953074623792061,0.4113420505365573,0.43119641577679646,0.05114651744611115,0.4478615052846092,0.5082870972274299,0.5113958783036847,0.05114651744611115,0.4692118744556657,0.4749359526071994,0.42349768335574967,0.44076566512076165,0.4662357836421163,0.4194553251842124,0.3825729412970609,0.4878034845438588,0.41057685820471707,0.42133665187604297,0.43464667778107124,0.39273231105455936,0.21292170480424372,0.42272444893858563,0.43242256428727416,0.418085999920783,0.4355158690712062,0.4269173542512813,0.4268189224060725,0.43620176117724324,0.4173320435843235,0.4201034465025871,0.4212713520040459,0.4173320435843235
Chelostoma,0.01852371028549195,0.204129306425738,Megachilidae,0.3637491372588003,0.37469273509962375,0.056138706162977406,0.41407901473107733,0.37004889932878887,0.45141440889621637,0.37891380519289375,0.33899920812968043,0.3513379247237475,0.3349621305005381,0.3465895267539665,0.43034681826154486,0.05613870616297746,0.4222074104218899,0.4436672651673932,0.3923927620895443,0.3880649939499057,0.056138706162977406,0.391534352287138,0.3922808279460061,0.38787407249119776,0.38049990686934615,0.34560947648190743,0.3294516063129458,0.17631970613376763,0.17878472090857978,-0.1909661040623969,0.19004245300015582,0.1913736633469307,0.18665523973544376,0.2042387989094486,0.16454796846178754,0.1858649351064599,0,0.13896792236413302,0.13629699474350296,0.1382838567210457,0.1292841689443737,0.14382820182621192,0.16148335823717846,0.2080915676765799,0.39347256572319855,0.340695497019256,0.36334950208016215,0.37948545227648883,0.39370725064523304,0.40674467332732755,0.3599737641717969,0.4060689536951651,0.39935809077398765,0.39487460395648555,0.4049137283972607,-0.004841108738062205,0.4259534588370858,0.41196603327165443,-0.004841108738062205,0.4357966102034472,0.4422734672767811,0.39745926998155107,0.4268473597824668,0.39997133991063977,0.36395768236512244,0.32966718647663873,0.319598242628109,0.4185681215681093,0.3393198361950327,0.35535442435238396,0.37520878959262305,-0.004841108738062205,0.39187387910043586,0.4522994710432566,0.45540825211951136,-0.004841108738062205,0.41322424827149234,0.41894832642302604,0.3675100571715763,0.38477803893658824,0.4102481574579429,0.363467699000039,0.3265853151128874,0.43181585835968533,0.35458923202054365,0.36534902569186956,0.37865905159689783,0.33674468487038595,0.15693407862007025,0.36673682275441216,0.3764349381031007,0.3620983737366095,0.37952824288703274,0.37092972806710783,0.37083129622189903,0.3802141349930698,0.36134441740015005,0.3641158203184136,0.36528372581987245,0.36134441740015005
Protosmia,0.01896751270086821,0.25032429992355854,Megachilidae,0.41190036168215993,0.42284395952298337,0.10428993058633702,0.46223023915443695,0.4182001237521485,0.499565633319576,0.42706502961625337,0.38715043255304005,0.3994891491471071,0.3831133549238977,0.3947407511773261,0.4784980426849045,0.10428993058633708,0.47035863484524953,0.4918184895907528,0.44054398651290394,0.4362162183732653,0.10428993058633702,0.4396855767104976,0.4404320523693657,0.4360252969145574,0.42865113129270577,0.39376070090526705,0.3776028307363054,0.22447093055712725,0.2269359453319394,-0.14281487963903727,0.23819367742351544,0.23952488777029032,0.23480646415880338,0.25239002333280824,0.21269919288514716,0.23401615952981952,0.13896792236413302,0,0.11070646228391698,0.14346998022132357,0.13447029244465156,0.14901432532648978,0.16666948173745633,0.2562427920999395,0.44162379014655817,0.3888467214426156,0.41150072650352176,0.4276366766998485,0.4418584750685927,0.4548958977506872,0.40812498859515656,0.4542201781185248,0.4475093151973474,0.44302582837984517,0.4530649528206203,0.04331011568529741,0.4741046832604454,0.46011725769501405,0.04331011568529741,0.4839478346268068,0.4904246917001407,0.4456104944049107,0.4749985842058264,0.4481225643339994,0.41210890678848205,0.37781841089999835,0.3677494670514686,0.4667193459914689,0.3874710606183923,0.4035056487757435,0.42336001401598267,0.04331011568529736,0.4400251035237954,0.5004506954666161,0.5035594765428709,0.04331011568529736,0.4613754726948519,0.4670995508463856,0.41566128159493587,0.43292926335994786,0.4583993818813025,0.4116189234233986,0.374736539536247,0.4799670827830449,0.4027404564439032,0.4135002501152292,0.42681027602025745,0.38489590929374556,0.20508530304342987,0.4148880471777718,0.4245861625264603,0.41024959815996914,0.42767946731039236,0.41908095249046745,0.41898252064525865,0.4283653594164294,0.40949564182350967,0.4122670447417732,0.41343495024323207,0.40949564182350967
Heriades,0.018962323604147083,0.24808936733390932,Megachilidae,0.4092294340615299,0.42017303190235333,0.10161900296570696,0.4595593115338069,0.4155291961315184,0.4968947056989459,0.42439410199562333,0.38447950493241,0.39681822152647706,0.3804424273032676,0.39206982355669606,0.47582711506427444,0.10161900296570701,0.4676877072246195,0.48914756197012277,0.4378730588922739,0.43354529075263526,0.10161900296570696,0.43701464908986754,0.43776112474873563,0.43335436929392734,0.4259802036720757,0.391089773284637,0.37493190311567537,0.22180000293649718,0.22426501771130933,-0.14548580725966734,0.23552274980288537,0.23685396014966026,0.23213553653817331,0.24971909571217815,0.2100282652645171,0.23134523190918946,0.13629699474350296,0.11070646228391698,0,0.1407990526006935,0.1317993648240215,0.14634339770585975,0.16399855411682626,0.25357186447930946,0.4389528625259281,0.3861757938219855,0.4088297988828916,0.4249657490792184,0.4391875474479626,0.45222497013005714,0.40545406097452646,0.4515492504978947,0.44483838757671723,0.44035490075921513,0.4503940251999902,0.04063918806466732,0.4714337556398153,0.45744633007438396,0.04063918806466732,0.4812769070061767,0.48775376407951065,0.4429395667842806,0.4723276565851963,0.4454516367133693,0.40943797916785196,0.3751474832793682,0.36507853943083846,0.4640484183708389,0.3848001329977622,0.4008347211551134,0.4206890863953525,0.040639188064667264,0.43735417590316533,0.49777976784598604,0.5008885489222409,0.040639188064667264,0.4587045450742218,0.4644286232257555,0.4129903539743058,0.4302583357393177,0.4557284542606724,0.40894799580276847,0.37206561191561693,0.47729615516241486,0.4000695288232731,0.41082932249459914,0.4241393483996273,0.38222498167311547,0.20241437542279983,0.41221711955714174,0.42191523490583027,0.4075786705393391,0.4250085396897623,0.4164100248698374,0.4163115930246286,0.42569443179579936,0.40682471420287963,0.4095961171211432,0.41076402262260203,0.40682471420287963
Hoplitis,0.01912740203018598,0.2525627769461607,Megachilidae,0.41121629603907267,0.4221598938798961,0.10360586494324972,0.4615461735113497,0.41751605810906123,0.4988815676764887,0.4263809639731661,0.3864663669099528,0.39880508350401983,0.38242928928081044,0.39405668553423884,0.4778139770418172,0.10360586494324978,0.4696745692021623,0.49113442394766554,0.4398599208698167,0.43553215273017803,0.10360586494324972,0.43900151106741037,0.43974798672627846,0.4353412312714701,0.4279670656496185,0.3930766352621798,0.37691876509321814,0.22378686491403993,0.22625187968885208,-0.1434989452821246,0.23750961178042812,0.23884082212720303,0.2341223985157161,0.2517059576897209,0.21201512724205984,0.2333320938867322,0.1382838567210457,0.14346998022132357,0.1407990526006935,0,0.09124811998770878,0.105792152869547,0.12344730928051355,0.25555872645685224,0.44093972450347085,0.3881626557995283,0.41081666086043445,0.4269526110567612,0.4411744094255054,0.45421183210759986,0.40744092295206924,0.45353611247543746,0.44682524955426006,0.44234176273675785,0.452380887177533,0.042626050042210095,0.4734206176173581,0.45943319205192673,0.042626050042210095,0.4832637689837195,0.4897406260570534,0.44492642876182337,0.4743145185627391,0.44743849869091207,0.41142484114539474,0.37713434525691103,0.3670654014083813,0.4660352803483816,0.386786994975305,0.4028215831326562,0.42267594837289535,0.04262605004221004,0.4393410378807081,0.4997666298235288,0.5028754108997836,0.04262605004221004,0.4606914070517646,0.4664154852032983,0.41497721595184855,0.43224519771686054,0.4577153162382152,0.4109348577803113,0.3740524738931597,0.4792830171399576,0.4020563908008159,0.41281618447214186,0.42612621037717013,0.38421184365065825,0.20440123740034255,0.41420398153468446,0.423902096883373,0.4095655325168818,0.4269954016673051,0.4183968868473802,0.4182984550021714,0.42768129377334213,0.4088115761804224,0.41158297909868596,0.4127508846001448,0.4088115761804224
Atoposmia,0.01916550209001125,0.24602361022986,Megachilidae,0.40221660826240063,0.41316020610322407,0.09460617716657772,0.45254648573467765,0.4085163703323892,0.4898818798998167,0.41738127619649407,0.37746667913328075,0.3898053957273478,0.3734296015041384,0.3850569977575668,0.4688142892651452,0.09460617716657778,0.46067488142549023,0.4821347361709935,0.43086023309314464,0.426532464953506,0.09460617716657772,0.4300018232907383,0.4307482989496064,0.4263415434947981,0.41896737787294647,0.38407694748550775,0.3679190773165461,0.21478717713736792,0.21725219191218006,-0.1524986330587966,0.2285099240037561,0.22984113435053102,0.22512271073904408,0.24270626991304892,0.20301543946538783,0.2243324061100602,0.1292841689443737,0.13447029244465156,0.1317993648240215,0.09124811998770878,0,0.06409944922585531,0.09166125967934972,0.24655903868018025,0.43194003672679887,0.3791629680228563,0.4018169730837624,0.41795292328008915,0.43217472164883336,0.4452121443309278,0.3984412351753972,0.4445364246987654,0.437825561777588,0.4333420749600858,0.44338119940086096,0.03362636226553806,0.46442092984068606,0.4504335042752547,0.03362636226553806,0.47426408120704744,0.48074093828038134,0.43592674098515133,0.46531483078606706,0.43843881091424003,0.4024251533687227,0.368134657480239,0.35806571363170925,0.45703559257170956,0.37778730719863296,0.3938218953559842,0.4136762605962233,0.03362636226553806,0.4303413501040361,0.49076694204685684,0.4938757231231116,0.03362636226553806,0.4516917192750926,0.4574157974266263,0.40597752817517657,0.4232455099401885,0.44871562846154317,0.40193517000363926,0.3650527861164877,0.47028332936328565,0.3930567030241439,0.40381649669546993,0.4171265226004981,0.37521215587398626,0.1954015496236705,0.4052042937580124,0.41490240910670095,0.4005658447402098,0.41799571389063306,0.40939719907070815,0.40929876722549935,0.4186816059966701,0.39981188840375037,0.4025832913220139,0.40375119682347277,0.39981188840375037
