scientificName,med_lat,med_long,n_chesshire,area_m2,area_ha,spherical_geometry,mean_doy,med_doy,quant10,quant90,flight_season
Ceratina pacifica,39.518,-113.021,295,1588522093806.6318,158852209.3806632,TRUE,173.02692307692305,167,136.9,227.1,90.19999999999999
Ceratina punctigena,34.305,-117.465,79,288781785481.3961,28878178.548139613,TRUE,163.0735294117647,156,117.80000000000001,222.60000000000002,104.80000000000001
Ceratina sequoiae,37.143,-120.814,99,629977524290.9608,62997752.42909609,TRUE,155.4390243902439,147,118.10000000000001,210.50000000000003,92.40000000000002
Ceratina shinnersi,30.595,-97.261,95,497570108643.0325,49757010.864303246,TRUE,170.97826086956522,167,97.4,271,173.6
Ceratina strenua,39.032,-76.942,2056,5222438979726.172,522243897.9726172,TRUE,182.94423182066703,188,112,254,142
Ceratina tejonensis,37.973,-122.128,60,248684213845.14197,24868421.384514198,TRUE,168.3846153846154,153.5,118.1,244.8,126.70000000000002
Ceratina texana,31.573,-95.498,7,72309407495.7478,7230940.7495747805,TRUE,149.85714285714286,137,111.2,208.00000000000003,96.80000000000003
Ceratina timberlakei,36.467,-120.666,15,57433837158.589874,5743383.7158589875,TRUE,136.16666666666666,128.5,117.19999999999999,167,49.80000000000001
Chelostoma bernardinum,34.246,-117.299,10,9163307833.127823,916330.7833127823,TRUE,128.77777777777777,133,112.39999999999999,138.39999999999998,25.999999999999986
Chelostoma californicum,34.414500000000004,-117.858,180,626094867896.7102,62609486.789671026,TRUE,128.47619047619048,124,106,156,50
Chelostoma cockerelli,34.454,-117.325,68,410031713034.34924,41003171.30343492,TRUE,148.55555555555554,151,113.19999999999999,184.40000000000003,71.20000000000005
Chelostoma incisulum,36.478,-119.386,33,113106785231.07019,11310678.52310702,TRUE,121.2,123,105.4,143.3,37.900000000000006
Chelostoma marginatum,34.077,-117.362,68,403620186576.0449,40362018.65760449,TRUE,122.14285714285714,119,87.6,154.4,66.80000000000001
Chelostoma minutum,38.939,-117.309,171,1032320196249.9669,103232019.62499669,TRUE,167.1890243902439,173.5,124.6,197,72.4
Chelostoma phaceliae,35.874,-118.664,187,678428646348.2686,67842864.63482685,TRUE,148.242774566474,150,116,180,64
Chelostoma philadelphi,40.496,-81.695,153,1627562596250.1865,162756259.62501866,TRUE,147.04464285714286,149,126.2,168,41.8
Chelostoma rapunculi,43.383,-76.482,23,251998586400.45612,25199858.640045613,TRUE,174.0625,175.5,162.5,181,18.5
Chelostoma tetramerum,36.3095,-121.10249999999999,2,1168230065.9708605,116823.00659708606,TRUE,152,152,152,152,0
Coelioxys alternatus,42.4,-93.683,81,4937013148367.226,493701314.83672255,TRUE,181.57627118644066,194,106.80000000000001,225.20000000000002,118.4
Coelioxys apacheorum,36.5815,-116.8515,98,2212048294753.7456,221204829.47537458,TRUE,204.4788732394366,210,168,238,70
Coelioxys aperta,35.7935,-105.1265,4,421577376490.1217,42157737.64901217,TRUE,230.5,230.5,206.9,254.1,47.19999999999999
Coelioxys banksi,38.747,-111.5685,22,3603512407091.292,360351240.7091292,TRUE,198,206,156.5,227.5,71
Coelioxys bisoncornuus,39.623000000000005,-96.357,12,372892796856.1934,37289279.68561935,TRUE,233.16666666666666,234.5,217.5,247.5,30
Coelioxys boharti,27.267,-82.0395,2,7454655644.059723,745465.5644059724,TRUE,201,201,201,201,0
Coelioxys deani,37.756,-121.213,3,39652736914.54056,3965273.691454056,TRUE,212.33333333333334,228,170.4,248,77.6
Coelioxys dolichos,29.7725,-81.541,158,1733572658926.683,173357265.8926683,TRUE,217.33098591549296,238,117.10000000000001,292.79999999999995,175.69999999999993
Coelioxys edita,32.0625,-105.422,318,6809207732754.526,680920773.2754526,TRUE,207.2340425531915,209,149.4,257,107.6
Coelioxys erysimi,38.093,-111.813,7,351565200148.0232,35156520.01480232,TRUE,205.6,188,173,252.2,79.19999999999999
Coelioxys floridanus,26.860500000000002,-81.1345,2,13589904188.344849,1358990.4188344849,TRUE,83,83,83,83,0
Coelioxys funerarius,41.887,-111.424,80,6311557685501.691,631155768.5501692,TRUE,192.87037037037038,197,153,247.8,94.80000000000001
Coelioxys galactiae,32.698499999999996,-81.3745,14,566384212188.5996,56638421.21885996,TRUE,158.54545454545453,139,125,244,119
Coelioxys germanus,36.973,-84.8845,90,2263653028357.95,226365302.83579504,TRUE,198.4857142857143,202.5,157.5,232.70000000000002,75.20000000000002
Coelioxys gilensis,34.305,-116.529,97,2945250640395.3584,294525064.0395359,TRUE,203.32467532467533,205,170.60000000000002,232,61.39999999999998
Coelioxys gonaspis,33.784,-116.958,15,2744199193291.13,274419919.329113,TRUE,202.5,195.5,162.8,249.6,86.79999999999998
Coelioxys grindeliae,40.0945,-117.0565,88,3559234671850.8022,355923467.18508023,TRUE,227.5909090909091,229,196,259.5,63.5
Coelioxys hirsutissimus,34.332,-114.067,131,3533643771753.9565,353364377.17539567,TRUE,128.28440366972478,123,95.6,165.20000000000002,69.60000000000002
Coelioxys hunteri,31.981,-101.2045,80,6754752345601.506,675475234.5601506,TRUE,214.79591836734693,213,186.60000000000002,250.80000000000004,64.20000000000002
Coelioxys immaculatus,38.757999999999996,-81.194,40,3108891630521.3354,310889163.05213356,TRUE,141.05,129.5,112.60000000000001,194.50000000000003,81.90000000000002
Coelioxys insita,32.067499999999995,-100.2135,16,1100927604774.6042,110092760.47746043,TRUE,146,124,101,204,103
Coelioxys menthae,31.417,-109.6555,82,2401149539721.727,240114953.9721727,TRUE,194.30357142857142,204.5,121,247.5,126.5
Coelioxys mesae,38.731,-110.712,25,619858247206.6606,61985824.720666066,TRUE,197,191,149.8,241.20000000000002,91.4
Coelioxys mexicanus,28.593,-81.656,168,3552873681211.2905,355287368.1211291,TRUE,213.8627450980392,221,133.2,295.8,162.60000000000002
Coelioxys mitchelli,36.407,-114.127,13,494767980728.4353,49476798.07284353,TRUE,120.4,125.5,99.1,136.7,37.599999999999994
Coelioxys modestus,41.4695,-82.5155,234,6282563391596.537,628256339.1596538,TRUE,188.046783625731,198,106,232,126
Coelioxys moestus,42.441,-96.016,133,7988930006869.141,798893000.6869141,TRUE,184.9390243902439,194.5,91,238.9,147.9
Coelioxys novomexicanus,32.419,-110.70349999999999,150,5807717434647.922,580771743.4647923,TRUE,176.75,176.5,104.5,234,129.5
Coelioxys obtusiventris,40.389,-82,3,751236485521.2737,75123648.55212738,TRUE,190,190,190,190,0
Coelioxys octodentatus,39.28,-89.882,637,10247423882064.67,1024742388.206467,TRUE,203.86023622047247,203,151.7,261,109.30000000000001
Coelioxys piercei,33.539500000000004,-92.72200000000001,2,119364140352.25664,11936414.035225665,TRUE,166.5,166.5,148.5,184.5,36
Coelioxys porterae,41.775,-105.493,142,7801112371440.309,780111237.1440309,TRUE,181.06593406593407,184,135,219,84
Coelioxys rufitarsis,41.827,-111.578,573,10735401895849.34,1073540189.584934,TRUE,209.14778325123152,209,168,250,82
Coelioxys salinarius,41.976,-111.952,1,1470764197.1015434,147076.41971015435,TRUE,221,221,221,221,0
Coelioxys sayi,38.899,-81.352,766,5897422078694.091,589742207.8694091,TRUE,209.4134275618374,212,144,279.5,135.5
Coelioxys scitulus,30.438000000000002,-89.042,2,55061827748.592606,5506182.774859261,TRUE,163,163,128.6,197.39999999999998,68.79999999999998
Coelioxys serricaudatus,37.582,-119.972,9,60501200822.151825,6050120.0822151825,TRUE,126.71428571428571,126,99.2,154.60000000000002,55.40000000000002
Coelioxys slossoni,26.203,-94.176,117,3771374749178.613,377137474.9178613,TRUE,186,171.5,92.1,263.70000000000005,171.60000000000005
Coelioxys sodalis,40.082,-107.671,185,13836854835198.445,1383685483.5198445,TRUE,185.26612903225808,186.5,167.3,209.7,42.39999999999998
Coelioxys soledadensis,31.344,-106.567,11,224509454200.64056,22450945.42006406,TRUE,208.33333333333334,236.5,148.5,240,91.5
Coelioxys texanus,30.9695,-101.3,302,4978873445720.532,497887344.57205325,TRUE,186.80000000000004,190.5,106.9,259,152.1
Colletes aberrans,41.958,-98.03,37,3665928928149.4824,366592892.81494826,TRUE,201.67857142857142,204,176.89999999999998,222.2,45.30000000000001
Colletes aestivalis,39.013,-82.632,17,718795922135.6578,71879592.21356578,TRUE,155.75,157.5,145,170.9,25.900000000000006
Colletes albescens,42.325,-97.017,9,875733947192.2675,87573394.71922675,TRUE,186.71428571428572,185,179.6,195.60000000000002,16.00000000000003
Colletes algarobiae,27.9035,-103.7685,80,1455517235259.7908,145551723.52597907,TRUE,93.25,87.5,63,127.5,64.5
Colletes americanus,41.486000000000004,-80.5495,236,5728378088267.838,572837808.8267838,TRUE,248.1031746031746,251,218,281.5,63.5
Colletes andrewsi,44.6185,-100.92150000000001,6,396806958025.8331,39680695.802583314,TRUE,173,173,173,173,0
Colletes angelicus,37.078,-121.805,22,69769470470.9425,6976947.047094251,TRUE,264.10526315789474,280,233.8,301.2,67.39999999999998
Colletes annae,36.135,-112.073,37,590563811470.6716,59056381.14706717,TRUE,258.8709677419355,268,224,293,69
Colletes aridus,30.472,-101.891,6,91138736796.10045,9113873.679610046,TRUE,111.6,101,91.2,142.59999999999997,51.39999999999996
Colletes arizonensis,20.783,-105.067,13,1585491144507.9414,158549114.45079416,TRUE,243.7,225.5,201,304.3,103.30000000000001
Colletes banksi,28.776,-81.207,32,644314212249.5181,64431421.22495181,TRUE,126.2,129,114.6,140.6,26
Colletes beamerorum,28.345,-99.613,2,1189182388.9557323,118918.23889557325,TRUE,101,101,101,101,0
Colletes birkmanni,32.757999999999996,-104.038,62,1779470554488.392,177947055.44883922,TRUE,161.91304347826087,144,100,272,172
Colletes bradleyi,39.818,-74.535,1,1471709135.8807068,147170.9135880707,TRUE,NA,NA,NA,NA,NA
Colletes brevicornis,39.967,-97.021,74,4661783009782.714,466178300.9782714,TRUE,155.74,166,104,197.3,93.30000000000001
Colletes brimleyi,28.604,-81.194,68,333546673668.65466,33354667.366865467,TRUE,90.64814814814815,90.5,47.9,124.4,76.5
Colletes bryanti,31.915,-109.855,87,674753311682.5112,67475331.16825113,TRUE,230.1969696969697,253,140,273.5,133.5
Colletes bulbotibialis,34.663,-106.776,1,1513098690.032566,151309.8690032566,TRUE,231,231,231,231,0
Colletes bumeliae,30.232,-97.327,6,1242970025.794369,124297.0025794369,TRUE,152.16666666666666,155,130,171.5,41.5
Colletes californicus,34.492000000000004,-117.9665,40,137625981233.85394,13762598.123385396,TRUE,120.15151515151516,112,92,147.8,55.80000000000001
Colletes cercidii,32.258,-110.951,46,168810050749.29172,16881005.074929174,TRUE,110.06451612903226,112,99,118,19
Colletes chamaesarachae,31.79,-109.528,7,11840697388.217968,1184069.7388217968,TRUE,216.66666666666666,218,200.4,232.39999999999998,31.99999999999997
Colletes ciliatoides,40.491,-112.253,6,2692616258.6319885,269261.6258631989,TRUE,220.8,221,210.2,230.60000000000002,20.400000000000034
Colletes ciliatus,39.4405,-89.63499999999999,2,20798491074.175224,2079849.1074175225,TRUE,241.5,241.5,232.29999999999998,250.70000000000002,18.400000000000034
Colletes clypeonitens,34.517,-114.833,335,1405036052985.7473,140503605.29857475,TRUE,112.48958333333334,113,81,145,64
Colletes compactus,41.298,-77.667,323,9788013488927.14,978801348.8927141,TRUE,260.3967391304348,260,245.3,279.70000000000005,34.400000000000034
Colletes consors,41.667500000000004,-111.83,212,11245096883070.445,1124509688.3070445,TRUE,163.66120218579235,170,120.6,197.60000000000002,77.00000000000003
Colletes covilleae,34.36,-113.639,61,505280409371.028,50528040.9371028,TRUE,131.75438596491227,143,100.19999999999999,155,54.80000000000001
Colletes daleae,36.876,-111.05799999999999,72,1825560232729.4385,182556023.27294385,TRUE,159.859375,160,110.2,204.8,94.60000000000001
Colletes delodontus,35.772,-105.155,1,2982746825.980728,298274.6825980728,TRUE,237,237,237,237,0
Colletes deserticola,33.808,-116.593,4,216147819452.2915,21614781.94522915,TRUE,102,98.5,91.3,115.50000000000001,24.200000000000017
Colletes distinctus,29.332,-81.656,35,1442568438738.1533,144256843.87381533,TRUE,132.8421052631579,137,73.4,178.39999999999998,104.99999999999997
Colletes eulophi,37.3375,-96.61500000000001,96,3565365810541.6294,356536581.054163,TRUE,196.34328358208955,190,152.6,261,108.4
Colletes fulgidus,41.8675,-112.695,470,2814628622623.297,281462862.2623297,TRUE,204.92037470725995,204,162.60000000000002,254,91.39999999999998
Colletes gilensis,35.198,-108.109,53,1093766082268.9469,109376608.22689469,TRUE,225.10714285714286,228,192.5,252,59.5
Colletes gypsicolens,38.596,-111.167,147,1943098208114.5981,194309820.8114598,TRUE,260.76153846153846,260,242,286,44
Colletes howardi,35.174,-79.392,6,31681396242.78607,3168139.6242786073,TRUE,264.75,260.5,253.1,279.8,26.700000000000017
Colletes hyalinus,38.752,-119.684,209,14108005267463.293,1410800526.7463293,TRUE,203.48876404494382,204,142.1,261.6,119.50000000000003
Colletes impunctatus,61.566,-149.036,37,6905543065053.568,690554306.5053569,TRUE,171.63333333333333,185,159.4,198.29999999999998,38.89999999999998
Colletes inaequalis,41.745,-76.6745,1288,7908122839322.797,790812283.9322797,TRUE,111.41142857142856,110,82,139,57
Colletes intermixtus,32.709,-108.567,41,1559523402757.071,155952340.27570713,TRUE,172.36111111111111,158,119,245.5,126.5
Colletes inuncantipedis,30.16,-97.33,3,1911979487.6497984,191197.94876497984,TRUE,170.66666666666666,168,164,178.39999999999998,14.399999999999977
Colletes kansensis,37.977,-100.863,1,1050746721.4848781,105074.6721484878,TRUE,166,166,166,166,0
Colletes kincaidii,42.417,-105.342,423,6967573819189.902,696757381.9189903,TRUE,196.99655172413793,197,174.9,222,47.099999999999994
Colletes larreae,34.633,-114.231,49,423482502343.6495,42348250.23436495,TRUE,113.71111111111111,107,89.80000000000001,140,50.19999999999999
Colletes laticinctus,34.2695,-105.57900000000001,16,1195804845569.842,119580484.55698422,TRUE,241.28571428571428,251.5,197.7,272,74.30000000000001
Colletes latitarsis,40.076,-80.32,139,5183897656716.911,518389765.6716911,TRUE,205.6705882352941,204,170,247,77
Colletes linsleyi,33.61,-114.593,2,3367095486.3765945,336709.54863765946,TRUE,127,127,127,127,0
Colletes longifacies,28.516,-81.68350000000001,2,10594635663.678802,1059463.5663678802,TRUE,NA,NA,NA,NA,NA
Colletes louisae,34.924,-114.064,530,1806437796255.8833,180643779.62558833,TRUE,180.50436681222706,139,96,291,195
Colletes lutzi,41.261,-112.57499999999999,264,2502445018363.872,250244501.83638722,TRUE,201.06382978723406,204,169,231.6,62.599999999999994
Colletes mandibularis,30.08,-95.417,259,5054780626168.484,505478062.61684847,TRUE,202.1695652173913,194.5,123.9,301,177.1
Colletes metzi,40.015,-105.27,1,6333975088.04155,633397.508804155,TRUE,226,226,226,226,0
Colletes micheneri,41.903,-100.269,1,4503619016.899973,450361.9016899973,TRUE,225,225,225,225,0
Colletes nigrifrons,40.5775,-110.7635,188,8268850809522.311,826885080.952231,TRUE,196.45394736842104,199.5,174.1,221.8,47.70000000000002
Colletes nitescens,36.8695,-119.33250000000001,6,20853477605.024414,2085347.7605024416,TRUE,137,138.5,110,162.5,52.5
Colletes nudus,37.9465,-81.793,114,5454244182300.744,545424418.2300744,TRUE,189.32876712328766,197,143,234.39999999999998,91.39999999999998
Colletes ochraceus,34.302499999999995,-118.803,16,112487341047.29047,11248734.104729047,TRUE,249.46153846153845,259,212.2,270.2,58
Colletes paniscus,41.234,-111.644,149,1811683594544.5823,181168359.45445824,TRUE,185.31060606060606,188,159.1,207,47.900000000000006
Colletes perileucus,26.688,-103.75,51,578942038702.7902,57894203.87027902,TRUE,99.6078431372549,92,79,126,47
Colletes petalostemonis,38.646,-110.46,47,969722543781.9636,96972254.37819637,TRUE,183.0731707317073,175,154,210,56
Colletes phaceliae,41.2605,-110.542,704,3737063196955.7163,373706319.69557166,TRUE,201.5174129353234,198,156,258,102
Colletes platycnema,28.425,-107.696,4,78514605667.56287,7851460.566756287,TRUE,239.66666666666666,231,230.2,252.6,22.400000000000006
Colletes productus,35.302499999999995,-80.25800000000001,36,1499198374792.1438,149919837.4792144,TRUE,144.06666666666666,123,93.8,232.79999999999995,138.99999999999994
Colletes prosopidis,32.245999999999995,-109.27850000000001,36,650532053898.1382,65053205.38981382,TRUE,108.95238095238095,101,88,130,42
Colletes punctipennis,16.894,-92.402,45,673876049659.1143,67387604.96591143,TRUE,193.85714285714286,143,96,345,249
Colletes robertsonii,40.176,-100.428,29,2469166141928.535,246916614.19285354,TRUE,178.6818181818182,181,153.1,210.80000000000004,57.700000000000045
Colletes rudis,33.721,-116.312,1,4174547955.5846558,417454.7955584656,TRUE,49,49,49,49,0
Colletes rufocinctus,46.820499999999996,-99.916,30,1102367618631.831,110236761.86318311,TRUE,242.5,243,231.5,253,21.5
Colletes salicicola,33.713,-111.283,533,2638158659690.2334,263815865.96902335,TRUE,113.38127853881277,112,81,145,64
Colletes saritensis,26.802,-97.789,3,1817978778.8332767,181797.8778833277,TRUE,104,104,104,104,0
Colletes scopiventer,34.333,-106.726,81,920166370621.719,92016637.0621719,TRUE,188.2982456140351,211,108.60000000000001,250.79999999999998,142.2
Colletes simulans,41.929,-84.6,659,10828272851697.53,1082827285.169753,TRUE,242.0842105263158,243,217.4,273,55.599999999999994
Colletes skinneri,31.9095,-109.2775,24,1242735146394.54,124273514.639454,TRUE,241.6,233,233,255.8,22.80000000000001
Colletes slevini,35.014,-118.166,195,1900117534539.9595,190011753.45399594,TRUE,214.3609022556391,215,154.2,270,115.80000000000001
Colletes solidaginis,42.603,-83.912,60,1576436561355.4524,157643656.13554525,TRUE,220.23809523809524,220.5,207,237.79999999999998,30.799999999999983
Colletes solitarius,36.6,-118.062,3,236147634.38402557,23614.76343840256,TRUE,140,143,135.8,143,7.199999999999989
Colletes speculiferus,34.931,-80.261,52,2928097835754.582,292809783.5754582,TRUE,256.6470588235294,270.5,168.3,295.7,127.39999999999998
Colletes sphaeralceae,36.5,-113.611,194,2156361972978.7988,215636197.2978799,TRUE,134.1717791411043,138,102,163.8,61.80000000000001
Colletes stepheni,34.571,-115.96600000000001,56,127971844635.4107,12797184.463541072,TRUE,108.71698113207547,105,84,138.4,54.400000000000006
Colletes susannae,45.087,-97.0955,34,936046897070.7811,93604689.70707811,TRUE,217.52631578947367,213,189.60000000000002,224,34.39999999999998
Colletes swenki,29.424,-98.481,9,58289794867.87054,5828979.486787054,TRUE,100.5,95,88,117.4,29.400000000000006
Colletes tectiventris,36.1515,-117.3135,28,380210122559.9914,38021012.25599914,TRUE,251.22727272727272,256.5,222.4,272.9,50.49999999999997
Colletes texanus,31.22,-102.043,7,454976521733.7292,45497652.173372924,TRUE,183.28571428571428,228,95.6,244.20000000000002,148.60000000000002
Colletes thoracicus,39.115,-76.626,363,3113545162432.8145,311354516.2432815,TRUE,129.59022556390977,137,93,158,65
Colletes thysanellae,28.602,-81.345,58,770249366582.256,77024936.6582256,TRUE,286.96,286.5,266.3,303.1,36.80000000000001
Colletes timberlakei,40.015,-105.23,5,9071917107.46457,907191.710746457,TRUE,202.75,198.5,190.1,218.8,28.700000000000017
Colletes titusensis,28.627499999999998,-80.75450000000001,4,4303372226.362839,430337.2226362839,TRUE,88,88,88,88,0
Colletes trigonatus,40.561,-105.598,1,2600216826.900833,260021.6826900833,TRUE,228,228,228,228,0
Colletes turgiventris,38.005,-121.805,7,3194551465.725586,319455.1465725586,TRUE,117.66666666666667,125.5,98,129.5,31.5
Colletes ultravalidus,30.452,-88.654,5,10891372693.606026,1089137.2693606026,TRUE,54.666666666666664,61,40.199999999999996,66.6,26.4
Colletes utilis,32.314,-106.779,1,409738977.81243134,40973.89778124313,TRUE,NA,NA,NA,NA,NA
Colletes validus,41.446,-74.45,143,1245932211894.2988,124593221.1894299,TRUE,128.48863636363637,126,100,156.3,56.30000000000001
Colletes vandykei,21.477,-104.877,5,251760714705.72095,25176071.470572095,TRUE,261.2,260,228,296.4,68.39999999999998
Colletes wickhami,27.133,-103.75,40,1264851708599.2356,126485170.85992357,TRUE,142.82051282051282,101,77.8,256.4000000000001,178.60000000000008
Colletes willistoni,41.991,-100.0115,44,3790490037406.5215,379049003.74065214,TRUE,193.3548387096774,190,171,224,53
Colletes wilmattae,42.5,-100.11,25,1228285094997.9182,122828509.49979183,TRUE,207.35294117647058,205,198.8,216.79999999999998,17.99999999999997
Colletes wootoni,31.724,-108.587,259,2496199393507.002,249619939.3507002,TRUE,174.78461538461542,167,93,262.2,169.2
Colletes xerophilus,39.287,-112.229,33,807832735295.6198,80783273.52956198,TRUE,147.34375,147,123.7,165.9,42.2
Conanthalictus bakeri,33.95,-115.318,144,644771814502.1384,64477181.45021385,TRUE,110,106,83.5,141,57.5
Conanthalictus caerulescens,35.54,-114.774,30,273753199468.9735,27375319.946897354,TRUE,99.1304347826087,98,79.80000000000001,116.2,36.39999999999999
Conanthalictus cockerelli,34.992,-117.564,17,280332705281.5767,28033270.528157674,TRUE,121.46666666666667,121,101.4,143.39999999999998,41.99999999999997
Conanthalictus conanthi,32.253,-108.868,17,46748239669.789,4674823.9669789,TRUE,215.6,237,171,249.2,78.19999999999999
Conanthalictus cotullensis,29.167,-102.992,7,286409816900.188,28640981.6900188,TRUE,133.14285714285714,106,102.8,184.60000000000002,81.80000000000003
Conanthalictus deserticola,32.688,-112.869,12,74878612869.55951,7487861.286955952,TRUE,112.77777777777777,112,91.6,138,46.400000000000006
Conanthalictus macrops,35.347,-118.502,15,58304525791.161865,5830452.579116187,TRUE,129.4,125,110.8,149,38.2
Conanthalictus mentzeliae,35.006,-117.598,25,50363555077.941956,5036355.507794196,TRUE,112.6086956521739,108,95,136,41
Conanthalictus minor,34.597,-114.927,21,212844983397.90167,21284498.33979017,TRUE,100.26315789473684,94,78.8,129.79999999999998,50.999999999999986
Conanthalictus namatophilus,34.8985,-117.5005,22,14718052732.93158,1471805.273293158,TRUE,115.36363636363636,115,103,132.60000000000002,29.600000000000023
Conanthalictus nigricans,33.893,-117.273,18,109626872087.45813,10962687.208745813,TRUE,127.375,116,95,183.5,88.5
Conanthalictus seminiger,33.784,-117.369,5,10702716439.935608,1070271.643993561,TRUE,117.8,123,106.4,126,19.599999999999994
Conanthalictus wilmattae,33.7,-116.37899999999999,50,160550349993.7646,16055034.999376459,TRUE,91.6938775510204,89,73.4,111.2,37.8
Diadasia afflicta,30.595,-96.936,162,1565734462839.6758,156573446.28396758,TRUE,124.32278481012659,119,99.7,162.60000000000002,62.90000000000002
Diadasia afflictula,31.8475,-108.863,38,194855224632.69385,19485522.463269386,TRUE,210.125,231.5,128.5,252,123.5
Diadasia angusticeps,36.152,-120.236,35,202641326474.86755,20264132.647486757,TRUE,156.3125,151.5,123.1,188.6,65.5
Diadasia australis,34.3485,-110.9235,680,5663345150466.719,566334515.0466719,TRUE,154.68321917808217,158.5,99,196,97
Diadasia bituberculata,34.198,-118.758,339,1907803587919.5059,190780358.79195058,TRUE,145.084142394822,143,114,174,60
Diadasia consociata,36.682,-118.062,42,880168364984.5581,88016836.49845581,TRUE,196.75675675675674,191,151,249.6,98.6
Diadasia diminuta,32.654,-109.26,1507,6714527266910.934,671452726.6910934,TRUE,182.7959183673469,184,105,258.79999999999995,153.79999999999995
Diadasia enavata,34.108,-106.906,631,4960559990298.657,496055999.02986574,TRUE,208.78623188405794,209,167,255,88
Diadasia laticauda,33.956,-117.372,94,148511985636.74707,14851198.563674707,TRUE,167.35802469135803,160,132,213,81
Diadasia lutzi,33.761,-113.91499999999999,402,2852711923481.4937,285271192.34814936,TRUE,122.58854166666667,111,85.30000000000001,172.7,87.39999999999998
Diadasia martialis,33.761,-115.7595,114,1450722070172.645,145072207.01726452,TRUE,114.07920792079207,107,80,148,68
Diadasia megamorpha,34.336,-106.733,83,1222129222724.4565,122212922.27244566,TRUE,251.77777777777777,252,219,285,66
Diadasia nigrifrons,41.327,-115.709,145,1731769479938.498,173176947.9938498,TRUE,176.13533834586465,183,133.4,209,75.6
Diadasia nitidifrons,34.313,-117.042,69,853812341051.8422,85381234.10518423,TRUE,170.14583333333334,170,129.4,211.60000000000002,82.20000000000002
Diadasia ochracea,31.9005,-108.9745,830,4047902335925.8457,404790233.5925846,TRUE,217.35871404399325,225,166,261,95
Diadasia opuntiae,31.334,-109.26050000000001,114,128042489326.52216,12804248.932652216,TRUE,138.29473684210527,135,123.4,154,30.599999999999994
Diadasia palmarum,34.253,-115.773,23,149943529011.31436,14994352.901131436,TRUE,109.33333333333333,110,85,126,41
Diadasia piercei,20.4615,-99.03399999999999,12,609122452946.6459,60912245.29466459,TRUE,118.91666666666667,107,76.80000000000001,178.9,102.1
Diadasia rinconis,31.334,-109.243,1348,4855330475736.34,485533047.573634,TRUE,157.2668890742286,153,104,212.20000000000005,108.20000000000005
Diadasia sphaeralcearum,31.85,-106.088,107,1804403081818.8735,180440308.18188736,TRUE,163.81052631578947,148,82.2,271,188.8
Diadasia tropicalis,31.344,-109.258,35,2387224377732.953,238722437.7732953,TRUE,222.70588235294116,227.5,176.5,263,86.5
Diadasia tuberculifrons,33.058,-114.444,49,249676292175.3239,24967629.217532393,TRUE,120.95652173913044,118,94.5,152,57.5
Diadasia vallicola,34.868,-114.22,197,1163570739038.4783,116357073.90384783,TRUE,121.38947368421051,119,91.80000000000001,145.1,53.29999999999998
Dianthidium arizonicum,33.152,-109.8415,28,321750086736.2119,32175008.673621193,TRUE,207.41176470588235,201,179.8,232.6,52.79999999999998
Dianthidium concinnum,43.646,-102.4075,96,2020903834396.893,202090383.4396893,TRUE,225.01176470588234,225,187.8,274.8,87
Dianthidium cressonii,40.4945,-111.7775,160,740122965629.4412,74012296.56294411,TRUE,237.66013071895424,245,183.39999999999998,267,83.60000000000002
Dianthidium curvatum,39.756,-109.1865,368,6300143812422.471,630014381.2422471,TRUE,214.5287009063444,218,170,262,92
Dianthidium desertorum,33.804,-112.939,5,127058578256.71716,12705857.825671718,TRUE,119.2,106,87.6,155,67.4
Dianthidium discors,31.324,-107.75,31,720914756694.669,72091475.6694669,TRUE,188.46666666666667,197,94.60000000000001,263.6,169
Dianthidium dubium,36.4095,-118.386,272,2166996230334.1855,216699623.03341857,TRUE,189.94444444444446,185.5,144,247,103
Dianthidium floridiense,28.3,-81.194,47,481056380675.9839,48105638.06759839,TRUE,150.38235294117646,132.5,97.30000000000001,228.59999999999997,131.29999999999995
Dianthidium heterulkei,35.416,-111.576,152,2406618611471.068,240661861.1471068,TRUE,203.95620437956205,209,153.8,255,101.19999999999999
Dianthidium implicatum,34.332,-110.53399999999999,82,1540668980933.9287,154066898.09339288,TRUE,196.13793103448276,188.5,141,265.8,124.80000000000001
Dianthidium marshi,33.3505,-114.856,10,288254467234.7253,28825446.72347253,TRUE,211.5,225,144.3,272.7,128.39999999999998
Dianthidium parkeri,31.329,-109.536,61,947421729160.6082,94742172.91606082,TRUE,229.9787234042553,237,175.00000000000003,272.8,97.79999999999998
Dianthidium parvum,35.581,-112.821,311,2999350333738.0566,299935033.3738057,TRUE,211.63829787234042,218,152,265.9,113.89999999999998
Dianthidium platyurum,33.956,-116.377,81,1208006599845.5056,120800659.98455057,TRUE,211.7162162162162,222,149,268,119
Dianthidium plenum,40.370000000000005,-120.6925,44,522106215923.94336,52210621.59239434,TRUE,202.40540540540542,207,171.4,220.4,49
Dianthidium pudicum,38.141,-114.705,465,3256274911431.7334,325627491.14317334,TRUE,193.95365853658535,194.5,137.9,258.1,120.20000000000002
Dianthidium simile,44.046,-86.01650000000001,54,1120350408584.2012,112035040.85842012,TRUE,212.2941176470588,215,188,244,56
Dianthidium singulare,37.400000000000006,-116.9135,48,3258196142665.497,325819614.2665497,TRUE,186.95,190.5,154.6,224.10000000000002,69.50000000000003
Dianthidium subparvum,41.153999999999996,-112.011,392,3164752332950.869,316475233.2950869,TRUE,218.65,218,176,259,83
