scientificName,phylo_rich,phylo_simp,eigen1_plantGenus,eigen2_plantGenus,eigen1_plantFam,eigen2_plantFam,rich_genus,simpson_genus,rich_fam,simpson_fam,n_globi
Augochlorella karankawa,727.121312,478.29375268248,0.119450214976131,-0.047630870963188,-0.237851607153284,-0.0502845010810705,5,3.24539877300613,4,2.71282051282051,23
Augochlorella persimilis,3357.828261,493.593216548558,0.177227492712615,-0.0530481636057983,-0.299623724091043,0.206492586830425,55,5.42332534752816,21,3.00410621296644,863
Augochlorella pomoniella,4366.1151500035,500.492970585261,-0.0418070134675968,0.0790397090682605,-0.403808184516482,-0.00282372075102429,78,14.9246963562753,36,2.98493927125506,384
Augochloropsis metallica,6806.6997446,549.049726170598,0.171421070283097,-0.0558984437751294,-0.180629013551241,0.105340139434218,120,62.0332194970506,47,10.5713454314586,447
Augochloropsis sumptuosa,4219.5236715997,547.398280994168,0.119324544476914,-0.00963234168899356,-0.114944616976169,0.213735716260721,56,31.8108747044917,34,10.5413239326283,232
Biastes cressoni,1144.665953,510.077940315869,-0.233449297404528,0.0523486503323648,0.24897357926614,-0.210752047194783,10,6.60941176470588,8,4.18628912071535,53
Biastes mojavensis,390.70254,390.70254,-0.0532592657557492,0.0294373644669452,-0.435311785254588,-0.0167503333972515,1,1,1,1,2
Bombus affinis,5025.864165,507.95842832014,0.372112851082582,-0.0760423897330539,-0.290744361265913,0.211026611570362,88,19.1718105297904,34,4.02167289849051,482
Bombus appositus,3470.015903,524.707142458313,0.0419210509790151,-0.0522654000877176,-0.111332045966576,0.19029908743524,59,11.0318235837845,23,5.57753249065337,708
Bombus ashtoni,2396.8816990003,507.333881265089,0.395292116878276,-0.298776856770939,-0.370712304724095,-0.00344532085526172,40,18.7777777777778,14,3.34776228906823,117
Bombus auricomus,5740.447999,523.365826586571,0.134457026741718,-0.0952763783660759,0.0661502374894554,0.389929911540419,102,15.4782098886066,38,5.48870408870409,398
Bombus bifarius,4741.606126,526.683759425091,0.121619912536088,-0.0995160100051096,-0.0441354669019778,0.405050893988886,89,17.3018158129226,32,4.98675573868353,3399
Bombus bimaculatus,10025.49840166,534.925612436805,0.132309913437216,-0.157843557125035,0.100951471772233,0.212716552521855,215,35.3517620160467,64,8.91911468898534,2047
Bombus borealis,3438.345389,515.90500088928,0.135755089455794,-0.106968296781431,-0.0303502725221641,0.43405565417251,61,10.6334903950707,23,4.26806133434199,383
Bombus californicus,4916.5484200003,531.867477349472,0.0298107613509234,-0.0463021444570774,0.118924186089741,0.375745653310733,97,23.4198350241775,33,6.74980188550349,497
Bombus caliginosus,4251.2352700003,530.175203070831,-0.0174700316607324,-0.0628736544669264,0.26791411189764,0.419953350108484,61,14.2084350721421,31,5.02464871653976,253
Bombus centralis,4907.3984105,523.191396125227,0.0316727127142656,-0.0883027135888079,-0.0120892574845421,0.146387809741774,88,10.715289098804,32,7.10409196052485,1186
Bombus citrinus,2420.5786203,488.025257070429,0.388066193802416,0.0692194478989659,-0.342644157855298,0.0924751346948021,52,9.15975722662278,16,2.77718171043603,422
Bombus crotchii,2836.573469,523.570402179083,-0.109928950085861,0.0481804108091718,0.287349509866148,0.304510326573825,38,13.3010380622837,23,8.19616204690831,124
Bombus fernaldae,2737.7112610003,511.047908126797,0.234596970337655,-0.135822860499377,-0.335649819209678,0.123382949823245,44,29.2503293807642,19,3.65809853353106,149
Bombus fervidus,6932.9549110003,518.645296144051,0.195596393536528,-0.0583748619980296,-0.163606347971624,0.366234215923383,146,26.5027336978264,42,4.43456724010978,1092
Bombus flavifrons,6247.33538813999,537.102384536508,0.054941978116986,-0.112004826173727,0.0864591655000176,0.328219381069816,129,21.7705413302957,38,7.60101100345263,1989
Bombus fraternus,4080.804234,509.491618244485,0.378957819016479,0.0647149729825425,-0.311040912630199,0.165120068739287,79,22.877636249739,26,4.35128480082609,331
Bombus frigidus,2996.8524853003,515.892816739636,0.105052102132829,-0.0996123109044637,-0.0534017693904392,0.187653234562357,46,9.66449639932919,19,4.46959259090287,313
Bombus griseocollis,11629.4563199997,514.747170238813,0.236300349954447,-0.0310157456858555,-0.229481265631405,0.174813920144364,259,16.519885279948,77,5.24841666939184,4046
Bombus huntii,7137.1905994998,522.601585563753,0.225038089110483,-0.0811873567999084,-0.181889467033261,0.315107913092203,152,26.4097240473062,46,4.72283999240503,1585
Bombus impatiens,17483.2762679629,506.877658117668,0.435123012040678,-0.0457372207828596,-0.32693753936731,0.152405924584546,425,30.2866355279915,108,3.63366423007885,10044
Bombus insularis,3294.2328630003,511.121364233867,0.143698536469178,-0.0579186729588474,-0.266753774298555,0.235545611185581,59,18.3940020682523,19,3.61978089068277,462
Bombus kirbiellus,2110.844003,540.079902813321,0.0543109984768097,-0.0747865557185073,0.0517112074443563,0.125635660305038,29,12.9519308668647,14,8.6775827754659,219
Bombus melanopygus,12606.8658922597,544.064868622229,-0.00586076600442575,-0.130486176742402,0.185728589060705,0.188411052720667,294,23.2773107575115,73,10.8141515960904,3591
