scientificName,phylo_rich,phylo_simp,eigen1_plantGenus,eigen2_plantGenus,eigen1_plantFam,eigen2_plantFam,rich_genus,simpson_genus,rich_fam,simpson_fam,n_globi
Andrena bisalicis,1705.44244,480.875835710775,-0.0645380362913435,-0.518615973635687,0.271332606896298,-0.296345169382185,15,2.57864184556873,11,2.53002405852605,227
Andrena blennospermatis,390.70254,390.70254,-0.040114766675264,0.0225259667716541,-0.435311785254588,-0.0167503333972514,1,1,1,1,2
Andrena braccata,548.55419,406.459166539515,0.324172247610027,0.0142502388019301,-0.436869338068343,-0.0125231633862635,6,1.45714285714286,2,1.12451361867704,51
Andrena bradleyi,1350.3676070003,590.36964445159,-0.0345753712638985,-0.182468127791046,0.250624766385607,-0.253869987570548,12,4.35503875968992,6,1.96159217877095,106
Andrena bruneri,865.254912,467.784148831524,-0.139280305693212,-0.161080535445266,0.322976889941575,-0.268536674217441,9,6.64406779661017,4,1.82325581395349,56
Andrena bucculenta,694.647849,501.601143565596,-0.0594302381857171,0.0308150895870477,0.333141425533693,-0.289815079638805,4,4,3,2.66666666666667,4
Andrena caerulea,1032.777122,400.542980627805,-0.0384528467546212,0.000151932755075009,0.209426586616599,-0.217967609717196,8,1.07883054404963,6,1.07871032446186,241
Andrena caliginosa,390.70254,390.70254,-0.0451827953614995,-0.0154810303889618,0.224672921986132,-0.218830482662697,1,1,1,1,1
Andrena canadensis,778.839146,405.97749594701,0.316310334155851,0.00806035490988292,-0.432895614696016,-0.0167823030420632,8,1.40572285392978,3,1.12917795844625,150
Andrena carlini,7409.7423674994,548.337444166107,-0.0104739406038043,-0.588021263150739,0.186159234338964,-0.188386527761327,103,12.0222179218926,51,9.30484802531195,997
Andrena carolina,1027.661636,413.042370930037,-0.032909554313933,-0.0912905397789422,0.227893823540691,-0.241556739946729,9,1.42364532019704,6,1.18500902082992,85
Andrena ceanothi,2322.5276260003,521.309143536543,0.0240661967895323,-0.187813699596488,0.10743728261902,-0.0852734385715668,21,7.093819417222,12,2.04101657957066,233
Andrena cerasifolii,2239.4846760003,522.733970838334,-0.0668647168309596,-0.270984984527886,0.26487408243969,-0.197174423867586,23,7.70217640320733,13,3.88221709006928,164
Andrena cerebrata,505.26884,438.972786693455,-0.0154223013810821,0.0148006634130595,-0.117029920651971,-0.131041385398946,2,1.6,2,1.6,4
Andrena chalybaea,1213.342171,505.88820265649,-0.0405507485058866,0.0116123338372872,0.191094660937018,-0.118500054518257,8,3.41530054644809,8,3.41530054644809,25
Andrena cheyennorum,837.313492,453.95016984458,-0.0801582361521934,-0.00468273496251028,0.258162108229974,-0.215435461336965,5,2.01142705288334,5,2.01142705288334,87
Andrena chlorosoma,662.478004,436.651747825621,-0.0418286965387653,0.0218767503957715,-0.436464436589742,-0.00756279543632982,6,2.46938775510204,3,1.45393858477971,33
Andrena chromotricha,860.39186,433.135853798362,0.476433638404903,0.142259293043809,-0.410695615297274,0.0473449221689629,15,6.98709677419355,4,1.28979753870584,57
Andrena clarkella,4434.991906,540.360991881854,-0.0398540391887882,-0.550128481298723,0.0483221799820054,-0.099262109173242,61,8.8566844919786,29,7.28,182
Andrena commoda,2356.2909090003,525.580019516023,0.1164113482947,-0.190990390494187,0.258297925080367,0.262701813307969,31,8.86880466472303,14,4.71080139372822,156
Andrena crataegi,4388.8887145003,527.41685436972,0.0420899507072849,-0.38806628820443,0.186162040289498,-0.0522673879936188,70,12.3475004298138,26,3.80665604595508,1951
Andrena crawfordi,421.376679,397.529759313113,-0.0407265200028359,0.0218585427503598,-0.435311785254588,-0.0167503333972514,2,1.28,1,1,8
Andrena cressonii,4563.0861599988,543.146566857948,-0.00377667535216317,-0.506692462733528,0.204929605035985,0.140040481811912,72,14.5647408799123,28,9.17496794555676,305
Andrena cruciferarum,390.70254,390.70254,-0.0489101663834688,0.0335726773695015,0.224491157875927,-0.224351494095357,1,1,1,1,2
Andrena cuneilabris,522.38324,399.377040378431,-0.0401389331182513,0.00609476458939798,0.224730857738793,-0.220850195459022,2,1.06888361045131,2,1.06888361045131,30
Andrena dimorpha,390.70254,390.70254,-0.0407349416409344,0.0217073088941508,0.220977503512192,-0.222714696228552,1,1,1,1,8
Andrena distans,750.008577,433.489778905257,-0.0287565617668396,0.000141693723814789,0.229201899761464,-0.22567513751731,4,1.47870182555781,4,1.47870182555781,27
Andrena dolomellea,390.70254,390.70254,-0.0399564092667515,0.0162831579450168,0.266190658056598,-0.253330355779999,1,1,1,1,1
Andrena duboisi,390.70254,390.70254,-0.0416079997517576,0.0254223617599633,-0.435311785254588,-0.0167503333972515,1,1,1,1,2
Andrena dunningi,2970.181039,518.965202765547,-0.0545081902714296,-0.562623627285705,0.152916975698435,-0.176967397459386,33,5.05739863085835,19,4.4983606557377,196
Andrena duplicata,408.860548,398.942977601723,0.194891003628221,0.190490264918716,-0.435311785254588,-0.0167503333972515,2,1.8,1,1,3
Andrena erigeniae,2137.083549,479.663148874701,-0.0350167012004674,-0.0632949809461948,0.261706736758678,-0.195369035112981,23,2.49756097560976,13,2.44027405421507,128
Andrena erythrogaster,1613.2054910003,463.440286252737,-0.0667417507239447,-0.500329680596629,0.154368843617501,-0.262915772357977,16,2.05262292386121,11,2.01647819063005,158
Andrena erythronii,1448.7658890003,504.137797719797,-0.0537370095800637,-0.302204559096577,0.0773521401259745,-0.230145218784784,12,3.0702875399361,9,3.003125,62
Andrena faceta,419.328064,401.740376603486,-0.122783371527229,0.0657995330752641,0.438725461086079,0.445260029056258,2,1.6,1,1,4
Andrena fenningeri,919.500368,459.310016406551,-0.0663715233908589,-0.498419248665828,0.243836443226802,-0.28578730876458,8,2.06973256685829,5,1.96651626691997,91
Andrena forbesii,4575.7927279997,521.137748224438,-0.0342525476733802,-0.593648021059599,0.222579122232716,-0.248988898425971,66,6.6916875382945,30,4.22813499690966,789
Andrena fragilis,1448.481304,480.078409531852,-0.0236672183332346,-0.0573462468663259,0.0754995511004627,-0.194410895696803,16,2.82551928783383,10,2.6672268907563,69
Andrena frigida,855.385953,454.638470085261,-0.0641310212222225,-0.490002636270122,0.269296118420667,-0.291525170321309,5,1.84365781710914,4,1.82215743440233,25
Andrena fulgida,390.702539,390.702539,-0.00919086180148281,0.0306178804857054,-0.435311785254588,-0.0167503333972515,1,1,1,1,2
Andrena gardineri,943.202378,427.091252137985,-0.038312371417306,0.0167425357216868,-0.431228704986184,0.00480705819703999,10,1.86676903622076,5,1.32687739422604,249
Andrena geranii,2079.78883,492.249575263019,-0.0293092772762998,0.00221582743513313,0.32125229276026,-0.254190534635389,18,3.0434037692747,16,3.80371163454675,73
Andrena hallii,787.1523050003,479.360509175249,-0.309296594464651,0.0814729856470565,0.365238239389012,-0.308645793948055,5,3.02469135802469,4,2.09401709401709,35
Andrena helianthi,825.385956,399.619742212799,0.279699370569339,0.250898738483177,-0.431159700533894,-0.00484502912134269,14,1.28898522665095,3,1.03501301159215,175
Andrena helianthiformis,390.70254,390.70254,-0.0167570591402358,0.0263332119795377,-0.435311785254588,-0.0167503333972515,1,1,1,1,12
Andrena heraclei,1110.2105140003,520.688151309486,-0.067666043887122,-0.481887151074949,0.335900989466048,-0.0972867630072676,8,5.26086956521739,7,4.84,11
Andrena hippotes,3685.3282039997,512.455727912204,-0.039820979683522,-0.546311919661914,0.213474757955969,-0.272316085833897,51,5.14151100579447,22,4.0385784292341,527
Andrena hirticincta,1288.638226,403.000610729977,0.326585479145465,0.0112213873101476,-0.432445484521467,-0.00749270736814049,26,1.56318175519173,6,1.09474195001906,562
Andrena ilicis,830.269402,514.735338362204,0.0229643086352304,-0.140990799716638,0.263772504128734,-0.250103814488897,5,5,4,3.57142857142857,5
Andrena illinoiensis,1787.83061,481.623996443733,-0.0649753364559239,-0.516361933589583,0.112361264558978,-0.218315438482768,16,2.65222849968613,13,2.61934283942963,65
Andrena imitatrix,3402.749157,509.571396572427,-0.0457560635895386,-0.558383797863526,0.205712096896738,-0.216136262517661,42,4.7426456371019,21,3.57570077887459,586
Andrena integra,1204.7524680003,484.623530045952,-0.0140750496130594,-0.103974099866397,0.25446140780589,-0.168698725198439,11,2.64708761625061,7,2.635477582846,104
Andrena isocomae,390.70254,390.70254,-0.0394545959469956,0.0265010485933215,-0.435311785254588,-0.0167503333972516,1,1,1,1,13
Andrena kaibabensis,767.09021,446.139581304003,-0.110604170901472,0.00846068656443726,0.288407229464873,-0.308536716413927,7,4.80392156862745,4,1.43610785463071,35
Andrena kalmiae,417.551523,397.390352532661,-0.038674052634563,0.000490983377171876,0.240123853264916,-0.240404584868866,2,1.32432432432432,1,1,7
